year,anomaly,historic_avg,actual_avg,type,month
1967,-0.0594,15.8,15.7406,ocean,11
1968,0.0975,15.8,15.8975,ocean,11
1969,0.1127,15.8,15.9127,ocean,11
1970,0.0378,15.8,15.8378,ocean,11
1971,-0.1016,15.8,15.6984,ocean,11
1972,0.1948,15.8,15.9948,ocean,11
1973,0.0336,15.8,15.8336,ocean,11
1974,-0.0089,15.8,15.7911,ocean,11
1975,-0.1492,15.8,15.6508,ocean,11
1976,0.1176,15.8,15.9176,ocean,11
1977,0.1487,15.8,15.9487,ocean,11
1978,0.1665,15.8,15.9665,ocean,11
1979,0.3207,15.8,16.1207,ocean,11
1980,0.2151,15.8,16.0151,ocean,11
1981,0.2050,15.8,16.005,ocean,11
1982,0.2766,15.8,16.0766,ocean,11
1983,0.2152,15.8,16.0152,ocean,11
1984,0.1402,15.8,15.9402,ocean,11
1985,0.1720,15.8,15.972,ocean,11
1986,0.2234,15.8,16.0234,ocean,11
1987,0.4368,15.8,16.2368,ocean,11
1988,0.1669,15.8,15.9669,ocean,11
1989,0.2835,15.8,16.0835,ocean,11
1990,0.3892,15.8,16.1892,ocean,11
1991,0.2855,15.8,16.0855,ocean,11
1992,0.1596,15.8,15.9596,ocean,11
1993,0.2286,15.8,16.0286,ocean,11
1994,0.3525,15.8,16.1525,ocean,11
1995,0.3238,15.8,16.1238,ocean,11
1996,0.2938,15.8,16.0938,ocean,11
1997,0.5650,15.8,16.365,ocean,11
1998,0.4318,15.8,16.2318,ocean,11
1999,0.2696,15.8,16.0696,ocean,11
2000,0.3460,15.8,16.146,ocean,11
2001,0.4563,15.8,16.2563,ocean,11
2002,0.4473,15.8,16.2473,ocean,11
2003,0.5246,15.8,16.3246,ocean,11
2004,0.5170,15.8,16.317,ocean,11
2005,0.4837,15.8,16.2837,ocean,11
2006,0.5624,15.8,16.3624,ocean,11
2007,0.3186,15.8,16.1186,ocean,11
2008,0.4377,15.8,16.2377,ocean,11
2009,0.5960,15.8,16.396,ocean,11
2010,0.4523,15.8,16.2523,ocean,11
2011,0.4247,15.8,16.2247,ocean,11
2012,0.5490,15.8,16.349,ocean,11
2013,0.5864,15.8,16.3864,ocean,11
2014,0.6422,15.8,16.4422,ocean,11
2015,0.8421,15.8,16.6421,ocean,11
1880,-0.9657,5.9,4.9343,land,11
1881,-0.9191,5.9,4.9809,land,11
1882,-0.4320,5.9,5.468,land,11
1883,-0.7143,5.9,5.1857,land,11
1884,-0.6937,5.9,5.2063,land,11
1885,-0.2461,5.9,5.6539,land,11
1886,-0.6195,5.9,5.2805,land,11
1887,-0.1725,5.9,5.7275,land,11
1888,-0.4747,5.9,5.4253,land,11
1889,-0.9244,5.9,4.9756,land,11
1890,-0.7415,5.9,5.1585,land,11
1891,-0.9196,5.9,4.9804,land,11
1892,-1.0615,5.9,4.8385,land,11
1893,-0.1283,5.9,5.7717,land,11
1894,-0.5589,5.9,5.3411,land,11
1895,-0.3493,5.9,5.5507,land,11
1896,-0.8284,5.9,5.0716,land,11
1897,-0.4919,5.9,5.4081,land,11
1898,-0.3306,5.9,5.5694,land,11
1899,0.5964,5.9,6.4964,land,11
1900,-0.2826,5.9,5.6174,land,11
1901,0.0942,5.9,5.9942,land,11
1902,-0.7798,5.9,5.1202,land,11
1903,-0.4921,5.9,5.4079,land,11
1904,0.2131,5.9,6.1131,land,11
1905,0.2057,5.9,6.1057,land,11
1906,-0.6232,5.9,5.2768,land,11
1907,-0.9091,5.9,4.9909,land,11
1908,-0.6052,5.9,5.2948,land,11
1909,0.2838,5.9,6.1838,land,11
1910,-0.6259,5.9,5.2741,land,11
1911,-0.1821,5.9,5.7179,land,11
1912,-0.5102,5.9,5.3898,land,11
1913,0.2008,5.9,6.1008,land,11
1914,-0.3224,5.9,5.5776,land,11
1915,0.1938,5.9,6.0938,land,11
1916,-0.3700,5.9,5.53,land,11
1917,0.1447,5.9,6.0447,land,11
1918,-0.2780,5.9,5.622,land,11
1919,-0.6205,5.9,5.2795,land,11
1920,-0.4882,5.9,5.4118,land,11
1921,-0.3713,5.9,5.5287,land,11
1922,-0.0748,5.9,5.8252,land,11
1923,0.3476,5.9,6.2476,land,11
1924,0.0752,5.9,5.9752,land,11
1925,0.2781,5.9,6.1781,land,11
1926,0.0614,5.9,5.9614,land,11
1927,0.0905,5.9,5.9905,land,11
1928,0.2813,5.9,6.1813,land,11
1929,0.1010,5.9,6.001,land,11
1930,0.3706,5.9,6.2706,land,11
1931,-0.0123,5.9,5.8877,land,11
1932,-0.2639,5.9,5.6361,land,11
1933,-0.1763,5.9,5.7237,land,11
1934,0.2637,5.9,6.1637,land,11
1935,-0.7667,5.9,5.1333,land,11
1936,0.1325,5.9,6.0325,land,11
1937,-0.0018,5.9,5.8982,land,11
1938,0.3647,5.9,6.2647,land,11
1939,0.0558,5.9,5.9558,land,11
1940,-0.1103,5.9,5.7897,land,11
1941,-0.1252,5.9,5.7748,land,11
1942,0.3005,5.9,6.2005,land,11
1943,0.1600,5.9,6.06,land,11
1944,-0.0778,5.9,5.8222,land,11
1945,0.0122,5.9,5.9122,land,11
1946,0.0849,5.9,5.9849,land,11
1947,0.1747,5.9,6.0747,land,11
1948,0.0751,5.9,5.9751,land,11
1949,0.1109,5.9,6.0109,land,11
1950,-0.9049,5.9,4.9951,land,11
1951,-0.0330,5.9,5.867,land,11
1952,-0.7644,5.9,5.1356,land,11
1953,-0.2676,5.9,5.6324,land,11
1954,0.3954,5.9,6.2954,land,11
1955,-0.3194,5.9,5.5806,land,11
1956,-0.4015,5.9,5.4985,land,11
1957,0.2015,5.9,6.1015,land,11
1958,0.1834,5.9,6.0834,land,11
1959,-0.3400,5.9,5.56,land,11
1960,-0.2750,5.9,5.625,land,11
1961,0.0073,5.9,5.9073,land,11
1962,0.2037,5.9,6.1037,land,11
1963,0.4173,5.9,6.3173,land,11
1964,-0.1720,5.9,5.728,land,11
1965,-0.3095,5.9,5.5905,land,11
1966,-0.1987,5.9,5.7013,land,11
1967,0.0644,5.9,5.9644,land,11
1968,-0.2008,5.9,5.6992,land,11
1969,0.3971,5.9,6.2971,land,11
1970,-0.0256,5.9,5.8744,land,11
1971,0.3914,5.9,6.2914,land,11
1972,-0.2382,5.9,5.6618,land,11
1973,-0.0195,5.9,5.8805,land,11
1974,-0.2287,5.9,5.6713,land,11
1975,-0.1481,5.9,5.7519,land,11
1976,-0.4606,5.9,5.4394,land,11
1977,0.5375,5.9,6.4375,land,11
1978,0.3685,5.9,6.2685,land,11
1979,0.2251,5.9,6.1251,land,11
1980,0.6352,5.9,6.5352,land,11
1981,0.2361,5.9,6.1361,land,11
1982,-0.1900,5.9,5.71,land,11
1983,1.0035,5.9,6.9035,land,11
1984,-0.2395,5.9,5.6605,land,11
1985,-0.0282,5.9,5.8718,land,11
1986,-0.0352,5.9,5.8648,land,11
1987,0.0365,5.9,5.9365,land,11
1988,0.3833,5.9,6.2833,land,11
1989,0.1616,5.9,6.0616,land,11
1990,0.7044,5.9,6.6044,land,11
1991,0.3919,5.9,6.2919,land,11
1992,-0.1059,5.9,5.7941,land,11
1993,-0.2818,5.9,5.6182,land,11
1994,0.7048,5.9,6.6048,land,11
1995,0.7910,5.9,6.691,land,11
1996,0.2399,5.9,6.1399,land,11
1997,0.6366,5.9,6.5366,land,11
1998,0.3481,5.9,6.2481,land,11
1999,0.6189,5.9,6.5189,land,11
2000,0.0141,5.9,5.9141,land,11
2001,1.2910,5.9,7.191,land,11
2002,0.9630,5.9,6.863,land,11
2003,0.7061,5.9,6.6061,land,11
2004,1.4036,5.9,7.3036,land,11
2005,1.3679,5.9,7.2679,land,11
2006,0.8610,5.9,6.761,land,11
2007,1.0476,5.9,6.9476,land,11
2008,1.2815,5.9,7.1815,land,11
2009,0.8600,5.9,6.76,land,11
2010,1.6201,5.9,7.5201,land,11
2011,0.6289,5.9,6.5289,land,11
2012,1.1161,5.9,7.0161,land,11
2013,1.4614,5.9,7.3614,land,11
2014,0.8125,5.9,6.7125,land,11
2015,1.2969,5.9,7.1969,land,11
1880,-0.2770,12.9,12.623,ocean_land,11
1881,-0.2273,12.9,12.6727,ocean_land,11
1882,-0.1345,12.9,12.7655,ocean_land,11
1883,-0.1773,12.9,12.7227,ocean_land,11
1884,-0.2814,12.9,12.6186,ocean_land,11
1885,-0.1405,12.9,12.7595,ocean_land,11
1886,-0.2076,12.9,12.6924,ocean_land,11
1887,-0.1720,12.9,12.728,ocean_land,11
1888,-0.0552,12.9,12.8448,ocean_land,11
1889,-0.2934,12.9,12.6066,ocean_land,11
1890,-0.3532,12.9,12.5468,ocean_land,11
1891,-0.4021,12.9,12.4979,ocean_land,11
1892,-0.4801,12.9,12.4199,ocean_land,11
1893,-0.1737,12.9,12.7263,ocean_land,11
1894,-0.3042,12.9,12.5958,ocean_land,11
1895,-0.1658,12.9,12.7342,ocean_land,11
1896,-0.1711,12.9,12.7289,ocean_land,11
1897,-0.2667,12.9,12.6333,ocean_land,11
1898,-0.2465,12.9,12.6535,ocean_land,11
1899,0.1225,12.9,13.0225,ocean_land,11
1900,-0.1425,12.9,12.7575,ocean_land,11
1901,-0.1451,12.9,12.7549,ocean_land,11
1902,-0.3468,12.9,12.5532,ocean_land,11
1903,-0.3974,12.9,12.5026,ocean_land,11
1904,-0.1686,12.9,12.7314,ocean_land,11
1905,-0.0880,12.9,12.812,ocean_land,11
1906,-0.3627,12.9,12.5373,ocean_land,11
1907,-0.5013,12.9,12.3987,ocean_land,11
1908,-0.4819,12.9,12.4181,ocean_land,11
1909,-0.2701,12.9,12.6299,ocean_land,11
1910,-0.4934,12.9,12.4066,ocean_land,11
1911,-0.2497,12.9,12.6503,ocean_land,11
1912,-0.4052,12.9,12.4948,ocean_land,11
1913,-0.1283,12.9,12.7717,ocean_land,11
1914,-0.1148,12.9,12.7852,ocean_land,11
1915,-0.0069,12.9,12.8931,ocean_land,11
1916,-0.3883,12.9,12.5117,ocean_land,11
1917,-0.1241,12.9,12.7759,ocean_land,11
1918,-0.1019,12.9,12.7981,ocean_land,11
1919,-0.3120,12.9,12.588,ocean_land,11
1920,-0.2467,12.9,12.6533,ocean_land,11
1921,-0.1799,12.9,12.7201,ocean_land,11
1922,-0.1884,12.9,12.7116,ocean_land,11
1923,0.0346,12.9,12.9346,ocean_land,11
1924,-0.2921,12.9,12.6079,ocean_land,11
1925,0.0647,12.9,12.9647,ocean_land,11
1926,-0.0740,12.9,12.826,ocean_land,11
1927,-0.0357,12.9,12.8643,ocean_land,11
1928,-0.0670,12.9,12.833,ocean_land,11
1929,-0.0968,12.9,12.8032,ocean_land,11
1930,0.1430,12.9,13.043,ocean_land,11
1931,-0.1133,12.9,12.7867,ocean_land,11
1932,-0.1974,12.9,12.7026,ocean_land,11
1933,-0.2583,12.9,12.6417,ocean_land,11
1934,0.0025,12.9,12.9025,ocean_land,11
1935,-0.2721,12.9,12.6279,ocean_land,11
1936,-0.0289,12.9,12.8711,ocean_land,11
1937,0.0028,12.9,12.9028,ocean_land,11
1938,-0.0003,12.9,12.8997,ocean_land,11
1939,0.0427,12.9,12.9427,ocean_land,11
1940,0.0977,12.9,12.9977,ocean_land,11
1941,0.2148,12.9,13.1148,ocean_land,11
1942,0.1630,12.9,13.063,ocean_land,11
1943,0.2429,12.9,13.1429,ocean_land,11
1944,0.1432,12.9,13.0432,ocean_land,11
1945,0.1950,12.9,13.095,ocean_land,11
1946,-0.0158,12.9,12.8842,ocean_land,11
1947,-0.0280,12.9,12.872,ocean_land,11
1948,-0.0634,12.9,12.8366,ocean_land,11
1949,-0.0557,12.9,12.8443,ocean_land,11
1950,-0.3648,12.9,12.5352,ocean_land,11
1951,0.0242,12.9,12.9242,ocean_land,11
1952,-0.1971,12.9,12.7029,ocean_land,11
1953,-0.0626,12.9,12.8374,ocean_land,11
1954,0.0396,12.9,12.9396,ocean_land,11
1955,-0.2366,12.9,12.6634,ocean_land,11
1956,-0.1574,12.9,12.7426,ocean_land,11
1957,0.1275,12.9,13.0275,ocean_land,11
1958,0.0915,12.9,12.9915,ocean_land,11
1959,-0.0773,12.9,12.8227,ocean_land,11
1960,-0.0479,12.9,12.8521,ocean_land,11
1961,0.0153,12.9,12.9153,ocean_land,11
1962,0.0768,12.9,12.9768,ocean_land,11
1963,0.1933,12.9,13.0933,ocean_land,11
1964,-0.2025,12.9,12.6975,ocean_land,11
1965,-0.0909,12.9,12.8091,ocean_land,11
1966,-0.0456,12.9,12.8544,ocean_land,11
1967,-0.0232,12.9,12.8768,ocean_land,11
1968,0.0152,12.9,12.9152,ocean_land,11
1969,0.1923,12.9,13.0923,ocean_land,11
1970,0.0212,12.9,12.9212,ocean_land,11
1971,0.0371,12.9,12.9371,ocean_land,11
1972,0.0768,12.9,12.9768,ocean_land,11
1973,0.0200,12.9,12.92,ocean_land,11
1974,-0.0697,12.9,12.8303,ocean_land,11
1975,-0.1479,12.9,12.7521,ocean_land,11
1976,-0.0443,12.9,12.8557,ocean_land,11
1977,0.2575,12.9,13.1575,ocean_land,11
1978,0.2241,12.9,13.1241,ocean_land,11
1979,0.2957,12.9,13.1957,ocean_land,11
1980,0.3313,12.9,13.2313,ocean_land,11
1981,0.2144,12.9,13.1144,ocean_land,11
1982,0.1502,12.9,13.0502,ocean_land,11
1983,0.4321,12.9,13.3321,ocean_land,11
1984,0.0382,12.9,12.9382,ocean_land,11
1985,0.1184,12.9,13.0184,ocean_land,11
1986,0.1543,12.9,13.0543,ocean_land,11
1987,0.3293,12.9,13.2293,ocean_land,11
1988,0.2266,12.9,13.1266,ocean_land,11
1989,0.2512,12.9,13.1512,ocean_land,11
1990,0.4758,12.9,13.3758,ocean_land,11
1991,0.3152,12.9,13.2152,ocean_land,11
1992,0.0882,12.9,12.9882,ocean_land,11
1993,0.0905,12.9,12.9905,ocean_land,11
1994,0.4490,12.9,13.349,ocean_land,11
1995,0.4516,12.9,13.3516,ocean_land,11
1996,0.2800,12.9,13.18,ocean_land,11
1997,0.5854,12.9,13.4854,ocean_land,11
1998,0.4098,12.9,13.3098,ocean_land,11
1999,0.3657,12.9,13.2657,ocean_land,11
2000,0.2559,12.9,13.1559,ocean_land,11
2001,0.6848,12.9,13.5848,ocean_land,11
2002,0.5887,12.9,13.4887,ocean_land,11
2003,0.5752,12.9,13.4752,ocean_land,11
2004,0.7581,12.9,13.6581,ocean_land,11
2005,0.7244,12.9,13.6244,ocean_land,11
2006,0.6440,12.9,13.544,ocean_land,11
2007,0.5166,12.9,13.4166,ocean_land,11
2008,0.6672,12.9,13.5672,ocean_land,11
2009,0.6686,12.9,13.5686,ocean_land,11
2010,0.7706,12.9,13.6706,ocean_land,11
2011,0.4806,12.9,13.3806,ocean_land,11
2012,0.7041,12.9,13.6041,ocean_land,11
2013,0.8250,12.9,13.725,ocean_land,11
2014,0.6892,12.9,13.5892,ocean_land,11
2015,0.9657,12.9,13.8657,ocean_land,11
