year,anomaly,historic_avg,actual_avg,type,month
1937,-0.1329,13.7,13.5671,ocean_land,04
1938,0.0374,13.7,13.7374,ocean_land,04
1939,-0.1361,13.7,13.5639,ocean_land,04
1940,0.1194,13.7,13.8194,ocean_land,04
1941,0.2149,13.7,13.9149,ocean_land,04
1942,0.1809,13.7,13.8809,ocean_land,04
1943,0.1630,13.7,13.863,ocean_land,04
1944,0.2632,13.7,13.9632,ocean_land,04
1945,0.2731,13.7,13.9731,ocean_land,04
1946,0.1753,13.7,13.8753,ocean_land,04
1947,0.0105,13.7,13.7105,ocean_land,04
1948,-0.0685,13.7,13.6315,ocean_land,04
1949,0.0014,13.7,13.7014,ocean_land,04
1950,-0.1724,13.7,13.5276,ocean_land,04
1951,-0.0876,13.7,13.6124,ocean_land,04
1952,0.0654,13.7,13.7654,ocean_land,04
1953,0.1827,13.7,13.8827,ocean_land,04
1954,-0.1773,13.7,13.5227,ocean_land,04
1955,-0.2370,13.7,13.463,ocean_land,04
1956,-0.2836,13.7,13.4164,ocean_land,04
1957,-0.0185,13.7,13.6815,ocean_land,04
1958,0.1139,13.7,13.8139,ocean_land,04
1959,0.1179,13.7,13.8179,ocean_land,04
1960,-0.0958,13.7,13.6042,ocean_land,04
1961,0.1325,13.7,13.8325,ocean_land,04
1962,0.0767,13.7,13.7767,ocean_land,04
1963,-0.0028,13.7,13.6972,ocean_land,04
1964,-0.1848,13.7,13.5152,ocean_land,04
1965,-0.1878,13.7,13.5122,ocean_land,04
1966,-0.0929,13.7,13.6071,ocean_land,04
1967,0.0051,13.7,13.7051,ocean_land,04
1968,-0.0708,13.7,13.6292,ocean_land,04
1969,0.1931,13.7,13.8931,ocean_land,04
1970,0.1318,13.7,13.8318,ocean_land,04
1971,-0.1286,13.7,13.5714,ocean_land,04
1972,0.0366,13.7,13.7366,ocean_land,04
1973,0.2511,13.7,13.9511,ocean_land,04
1974,-0.0456,13.7,13.6544,ocean_land,04
1975,0.0764,13.7,13.7764,ocean_land,04
1976,-0.0251,13.7,13.6749,ocean_land,04
1977,0.2814,13.7,13.9814,ocean_land,04
1978,0.1303,13.7,13.8303,ocean_land,04
1979,0.1113,13.7,13.8113,ocean_land,04
1980,0.3079,13.7,14.0079,ocean_land,04
1981,0.3574,13.7,14.0574,ocean_land,04
1982,0.2053,13.7,13.9053,ocean_land,04
1983,0.2939,13.7,13.9939,ocean_land,04
1984,0.1495,13.7,13.8495,ocean_land,04
1985,0.1497,13.7,13.8497,ocean_land,04
1986,0.2622,13.7,13.9622,ocean_land,04
1987,0.3054,13.7,14.0054,ocean_land,04
1988,0.4427,13.7,14.1427,ocean_land,04
1989,0.2871,13.7,13.9871,ocean_land,04
1990,0.4897,13.7,14.1897,ocean_land,04
1991,0.5168,13.7,14.2168,ocean_land,04
1992,0.2920,13.7,13.992,ocean_land,04
1993,0.3134,13.7,14.0134,ocean_land,04
1994,0.3537,13.7,14.0537,ocean_land,04
1995,0.4094,13.7,14.1094,ocean_land,04
1996,0.2713,13.7,13.9713,ocean_land,04
1997,0.4532,13.7,14.1532,ocean_land,04
1998,0.7317,13.7,14.4317,ocean_land,04
1999,0.4574,13.7,14.1574,ocean_land,04
2000,0.6285,13.7,14.3285,ocean_land,04
2001,0.5651,13.7,14.2651,ocean_land,04
2002,0.5692,13.7,14.2692,ocean_land,04
2003,0.5569,13.7,14.2569,ocean_land,04
2004,0.5904,13.7,14.2904,ocean_land,04
2005,0.7282,13.7,14.4282,ocean_land,04
2006,0.5177,13.7,14.2177,ocean_land,04
2007,0.7369,13.7,14.4369,ocean_land,04
2008,0.4809,13.7,14.1809,ocean_land,04
2009,0.6508,13.7,14.3508,ocean_land,04
2010,0.8284,13.7,14.5284,ocean_land,04
2011,0.6498,13.7,14.3498,ocean_land,04
2012,0.7305,13.7,14.4305,ocean_land,04
2013,0.5596,13.7,14.2596,ocean_land,04
2014,0.7994,13.7,14.4994,ocean_land,04
2015,0.7735,13.7,14.4735,ocean_land,04
