year,anomaly,historic_avg,actual_avg,type,month
1960,-0.4550,11.1,10.645,land,05
1961,0.2153,11.1,11.3153,land,05
1962,0.0194,11.1,11.1194,land,05
1963,-0.1630,11.1,10.937,land,05
1964,-0.1064,11.1,10.9936,land,05
1965,-0.0599,11.1,11.0401,land,05
1966,-0.0313,11.1,11.0687,land,05
1967,0.3159,11.1,11.4159,land,05
1968,-0.2232,11.1,10.8768,land,05
1969,-0.0011,11.1,11.0989,land,05
1970,-0.0121,11.1,11.0879,land,05
1971,-0.0972,11.1,11.0028,land,05
1972,-0.0826,11.1,11.0174,land,05
1973,0.3203,11.1,11.4203,land,05
1974,-0.0783,11.1,11.0217,land,05
1975,0.2295,11.1,11.3295,land,05
1976,-0.2024,11.1,10.8976,land,05
1977,0.3740,11.1,11.474,land,05
1978,0.0010,11.1,11.101,land,05
1979,0.0517,11.1,11.1517,land,05
1980,0.4043,11.1,11.5043,land,05
1981,0.3043,11.1,11.4043,land,05
1982,0.1119,11.1,11.2119,land,05
1983,0.2645,11.1,11.3645,land,05
1984,0.5696,11.1,11.6696,land,05
1985,0.2765,11.1,11.3765,land,05
1986,0.3840,11.1,11.484,land,05
1987,0.3784,11.1,11.4784,land,05
1988,0.5029,11.1,11.6029,land,05
1989,0.3683,11.1,11.4683,land,05
1990,0.5172,11.1,11.6172,land,05
1991,0.4746,11.1,11.5746,land,05
1992,0.3011,11.1,11.4011,land,05
1993,0.3933,11.1,11.4933,land,05
1994,0.5710,11.1,11.671,land,05
1995,0.4298,11.1,11.5298,land,05
1996,0.5638,11.1,11.6638,land,05
1997,0.4253,11.1,11.5253,land,05
1998,0.9089,11.1,12.0089,land,05
1999,0.6344,11.1,11.7344,land,05
2000,0.7703,11.1,11.8703,land,05
2001,0.9747,11.1,12.0747,land,05
2002,0.7061,11.1,11.8061,land,05
2003,0.8944,11.1,11.9944,land,05
2004,0.4502,11.1,11.5502,land,05
2005,0.9768,11.1,12.0768,land,05
2006,0.7026,11.1,11.8026,land,05
2007,1.0630,11.1,12.163,land,05
2008,0.7538,11.1,11.8538,land,05
2009,0.7331,11.1,11.8331,land,05
2010,1.1620,11.1,12.262,land,05
2011,0.8327,11.1,11.9327,land,05
2012,1.2816,11.1,12.3816,land,05
2013,1.1537,11.1,12.2537,land,05
2014,1.1684,11.1,12.2684,land,05
2015,1.2247,11.1,12.3247,land,05
1880,-0.0886,14.8,14.7114,ocean_land,05
1881,0.0147,14.8,14.8147,ocean_land,05
1882,-0.1576,14.8,14.6424,ocean_land,05
1883,-0.1517,14.8,14.6483,ocean_land,05
1884,-0.1395,14.8,14.6605,ocean_land,05
1885,-0.2942,14.8,14.5058,ocean_land,05
1886,-0.1697,14.8,14.6303,ocean_land,05
1887,-0.2531,14.8,14.5469,ocean_land,05
1888,-0.1712,14.8,14.6288,ocean_land,05
1889,-0.0380,14.8,14.762,ocean_land,05
1890,-0.3975,14.8,14.4025,ocean_land,05
1891,-0.1480,14.8,14.652,ocean_land,05
1892,-0.3149,14.8,14.4851,ocean_land,05
1893,-0.3500,14.8,14.45,ocean_land,05
1894,-0.3119,14.8,14.4881,ocean_land,05
1895,-0.2168,14.8,14.5832,ocean_land,05
1896,-0.1103,14.8,14.6897,ocean_land,05
1897,-0.0333,14.8,14.7667,ocean_land,05
1898,-0.2971,14.8,14.5029,ocean_land,05
1899,-0.1270,14.8,14.673,ocean_land,05
1900,-0.0437,14.8,14.7563,ocean_land,05
1901,-0.1307,14.8,14.6693,ocean_land,05
1902,-0.2674,14.8,14.5326,ocean_land,05
1903,-0.3962,14.8,14.4038,ocean_land,05
1904,-0.4314,14.8,14.3686,ocean_land,05
1905,-0.2896,14.8,14.5104,ocean_land,05
1906,-0.2114,14.8,14.5886,ocean_land,05
1907,-0.4633,14.8,14.3367,ocean_land,05
1908,-0.3978,14.8,14.4022,ocean_land,05
1909,-0.4485,14.8,14.3515,ocean_land,05
1910,-0.2981,14.8,14.5019,ocean_land,05
1911,-0.4692,14.8,14.3308,ocean_land,05
1912,-0.2171,14.8,14.5829,ocean_land,05
1913,-0.3860,14.8,14.414,ocean_land,05
1914,-0.1593,14.8,14.6407,ocean_land,05
1915,-0.0634,14.8,14.7366,ocean_land,05
1916,-0.2197,14.8,14.5803,ocean_land,05
1917,-0.4430,14.8,14.357,ocean_land,05
1918,-0.2714,14.8,14.5286,ocean_land,05
1919,-0.1754,14.8,14.6246,ocean_land,05
1920,-0.1638,14.8,14.6362,ocean_land,05
1921,-0.1850,14.8,14.615,ocean_land,05
1922,-0.2587,14.8,14.5413,ocean_land,05
1923,-0.2438,14.8,14.5562,ocean_land,05
1924,-0.1837,14.8,14.6163,ocean_land,05
1925,-0.2162,14.8,14.5838,ocean_land,05
1926,-0.1265,14.8,14.6735,ocean_land,05
1927,-0.2183,14.8,14.5817,ocean_land,05
1928,-0.1821,14.8,14.6179,ocean_land,05
1929,-0.2844,14.8,14.5156,ocean_land,05
1930,-0.1965,14.8,14.6035,ocean_land,05
1931,-0.1533,14.8,14.6467,ocean_land,05
1932,-0.1648,14.8,14.6352,ocean_land,05
1933,-0.2119,14.8,14.5881,ocean_land,05
1934,-0.0499,14.8,14.7501,ocean_land,05
1935,-0.2065,14.8,14.5935,ocean_land,05
1936,-0.1189,14.8,14.6811,ocean_land,05
1937,-0.0265,14.8,14.7735,ocean_land,05
1938,-0.0271,14.8,14.7729,ocean_land,05
1939,-0.0411,14.8,14.7589,ocean_land,05
1940,0.0477,14.8,14.8477,ocean_land,05
1941,0.2348,14.8,15.0348,ocean_land,05
1942,0.1547,14.8,14.9547,ocean_land,05
1943,0.1252,14.8,14.9252,ocean_land,05
1944,0.2572,14.8,15.0572,ocean_land,05
1945,0.1737,14.8,14.9737,ocean_land,05
1946,-0.0317,14.8,14.7683,ocean_land,05
1947,-0.0237,14.8,14.7763,ocean_land,05
1948,0.1436,14.8,14.9436,ocean_land,05
1949,-0.0086,14.8,14.7914,ocean_land,05
1950,-0.0550,14.8,14.745,ocean_land,05
1951,0.0539,14.8,14.8539,ocean_land,05
1952,0.0337,14.8,14.8337,ocean_land,05
1953,0.1438,14.8,14.9438,ocean_land,05
1954,-0.2020,14.8,14.598,ocean_land,05
1955,-0.1261,14.8,14.6739,ocean_land,05
1956,-0.2267,14.8,14.5733,ocean_land,05
1957,0.1095,14.8,14.9095,ocean_land,05
1958,0.1032,14.8,14.9032,ocean_land,05
1959,0.0277,14.8,14.8277,ocean_land,05
1960,-0.0850,14.8,14.715,ocean_land,05
1961,0.1627,14.8,14.9627,ocean_land,05
1962,0.0574,14.8,14.8574,ocean_land,05
1963,0.0123,14.8,14.8123,ocean_land,05
1964,-0.0988,14.8,14.7012,ocean_land,05
1965,-0.0771,14.8,14.7229,ocean_land,05
1966,-0.0360,14.8,14.764,ocean_land,05
1967,0.1251,14.8,14.9251,ocean_land,05
1968,-0.0810,14.8,14.719,ocean_land,05
1969,0.1739,14.8,14.9739,ocean_land,05
1970,0.0401,14.8,14.8401,ocean_land,05
1971,-0.0899,14.8,14.7101,ocean_land,05
1972,0.0147,14.8,14.8147,ocean_land,05
1973,0.2135,14.8,15.0135,ocean_land,05
1974,-0.0270,14.8,14.773,ocean_land,05
1975,0.0666,14.8,14.8666,ocean_land,05
1976,-0.1262,14.8,14.6738,ocean_land,05
1977,0.2356,14.8,15.0356,ocean_land,05
1978,0.0586,14.8,14.8586,ocean_land,05
1979,0.1550,14.8,14.955,ocean_land,05
1980,0.3158,14.8,15.1158,ocean_land,05
1981,0.2620,14.8,15.062,ocean_land,05
1982,0.1928,14.8,14.9928,ocean_land,05
1983,0.2896,14.8,15.0896,ocean_land,05
1984,0.2833,14.8,15.0833,ocean_land,05
1985,0.1964,14.8,14.9964,ocean_land,05
1986,0.2517,14.8,15.0517,ocean_land,05
1987,0.3349,14.8,15.1349,ocean_land,05
1988,0.3795,14.8,15.1795,ocean_land,05
1989,0.2765,14.8,15.0765,ocean_land,05
1990,0.4271,14.8,15.2271,ocean_land,05
1991,0.4108,14.8,15.2108,ocean_land,05
1992,0.3268,14.8,15.1268,ocean_land,05
1993,0.3428,14.8,15.1428,ocean_land,05
1994,0.3779,14.8,15.1779,ocean_land,05
1995,0.3569,14.8,15.1569,ocean_land,05
1996,0.3875,14.8,15.1875,ocean_land,05
1997,0.4208,14.8,15.2208,ocean_land,05
1998,0.6666,14.8,15.4666,ocean_land,05
1999,0.4058,14.8,15.2058,ocean_land,05
2000,0.4628,14.8,15.2628,ocean_land,05
2001,0.5978,14.8,15.3978,ocean_land,05
2002,0.5608,14.8,15.3608,ocean_land,05
2003,0.5930,14.8,15.393,ocean_land,05
2004,0.4426,14.8,15.2426,ocean_land,05
2005,0.6564,14.8,15.4564,ocean_land,05
2006,0.5509,14.8,15.3509,ocean_land,05
2007,0.6086,14.8,15.4086,ocean_land,05
2008,0.5009,14.8,15.3009,ocean_land,05
2009,0.5863,14.8,15.3863,ocean_land,05
2010,0.7601,14.8,15.5601,ocean_land,05
2011,0.5751,14.8,15.3751,ocean_land,05
2012,0.7195,14.8,15.5195,ocean_land,05
2013,0.7122,14.8,15.5122,ocean_land,05
2014,0.7913,14.8,15.5913,ocean_land,05
2015,0.8554,14.8,15.6554,ocean_land,05
