Global Land and Ocean Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Year,Value
192409,-0.2782
192410,-0.2824
192411,-0.2908
192412,-0.3921
192501,-0.3120
192502,-0.2713
192503,-0.1627
192504,-0.1583
192505,-0.2128
192506,-0.2226
192507,-0.2009
192508,-0.1288
192509,-0.0955
192510,-0.1205
192511,0.0662
192512,0.1465
192601,0.1750
192602,0.0899
192603,0.0827
192604,-0.1231
192605,-0.1247
192606,-0.1166
192607,-0.1519
192608,-0.0816
192609,-0.0983
192610,-0.0756
192611,-0.0715
192612,-0.2018
192701,-0.1659
192702,-0.1816
192703,-0.2498
192704,-0.2138
192705,-0.2164
192706,-0.1966
192707,-0.0987
192708,-0.1102
192709,-0.0212
192710,0.0255
192711,-0.0330
192712,-0.3004
192801,-0.0697
192802,-0.1361
192803,-0.2583
192804,-0.2394
192805,-0.1778
192806,-0.2723
192807,-0.1711
192808,-0.1936
192809,-0.1825
192810,-0.1163
192811,-0.0642
192812,-0.1606
192901,-0.4739
192902,-0.5376
192903,-0.2612
192904,-0.2939
192905,-0.2834
192906,-0.2733
192907,-0.2710
192908,-0.2077
192909,-0.2084
192910,-0.1148
192911,-0.0956
192912,-0.5062
193001,-0.3423
193002,-0.2061
193003,-0.0455
193004,-0.1944
193005,-0.1969
193006,-0.0774
193007,-0.0611
193008,-0.0806
193009,-0.1016
193010,0.0023
193011,0.1418
193012,0.0085
193101,-0.0469
193102,-0.2191
193103,-0.0053
193104,-0.1596
193105,-0.1526
193106,-0.0194
193107,-0.0140
193108,0.0065
193109,0.0049
193110,0.0144
193111,-0.1109
193112,-0.1059
193201,0.1561
193202,-0.1746
193203,-0.1814
193204,-0.0345
193205,-0.1689
193206,-0.1584
193207,-0.1220
193208,-0.1745
193209,-0.0681
193210,-0.0901
193211,-0.1937
193212,-0.1864
193301,-0.3083
193302,-0.3134
193303,-0.2469
193304,-0.2042
193305,-0.2104
193306,-0.1988
193307,-0.1804
193308,-0.1877
193309,-0.2203
193310,-0.1864
193311,-0.2552
193312,-0.4079
193401,-0.3127
193402,-0.0217
193403,-0.2575
193404,-0.2345
193405,-0.0469
193406,-0.0078
193407,-0.0950
193408,-0.0569
193409,-0.1264
193410,-0.0695
193411,0.0031
193412,-0.0277
193501,-0.2928
193502,0.1640
193503,-0.1518
193504,-0.2578
193505,-0.2051
193506,-0.1731
193507,-0.1157
193508,-0.1015
193509,-0.0911
193510,-0.0098
193511,-0.2677
193512,-0.1745
193601,-0.2542
193602,-0.3159
193603,-0.2108
193604,-0.1825
193605,-0.1156
193606,-0.1076
193607,-0.0122
193608,-0.0551
193609,-0.0403
193610,-0.0243
193611,-0.0273
193612,-0.0189
193701,-0.1711
193702,0.0372
193703,-0.1827
193704,-0.1269
193705,-0.0200
193706,0.0086
193707,-0.0019
193708,0.0900
193709,0.1304
193710,0.1125
193711,0.0091
193712,-0.0895
193801,-0.0370
193802,-0.0529
193803,0.0334
193804,0.0442
193805,-0.0185
193806,-0.0907
193807,-0.0487
193808,-0.0141
193809,0.0323
193810,0.0795
193811,0.0063
193812,-0.2516
193901,-0.1646
193902,-0.1079
193903,-0.1879
193904,-0.1320
193905,-0.0382
193906,-0.0106
193907,0.0037
193908,0.0544
193909,0.0073
193910,-0.0432
193911,0.0472
193912,0.4080
194001,-0.1197
194002,0.0488
194003,0.0675
194004,0.1254
194005,0.0515
194006,0.0982
194007,0.1400
194008,0.0926
194009,0.1457
194010,0.0993
194011,0.0990
194012,0.2704
194101,0.1815
194102,0.2314
194103,0.1037
194104,0.2208
194105,0.2400
194106,0.1621
194107,0.2060
194108,0.1743
194109,0.0873
194110,0.3119
194111,0.2206
194112,0.2079
194201,0.3007
194202,0.1011
194203,0.1753
194204,0.1886
194205,0.1626
194206,0.2066
194207,0.0783
194208,0.0405
194209,0.1129
194210,0.1468
194211,0.1672
194212,0.1495
194301,-0.0285
194302,0.1702
194303,0.0775
194304,0.1704
194305,0.1316
194306,0.0254
194307,0.1883
194308,0.1003
194309,0.1451
194310,0.3134
194311,0.2472
194312,0.3551
194401,0.4225
194402,0.3057
194403,0.3661
194404,0.2701
194405,0.2695
194406,0.3385
194407,0.3154
194408,0.2757
194409,0.3848
194410,0.3190
194411,0.1496
194412,0.1009
194501,0.1607
194502,0.0154
194503,0.1116
194504,0.2775
194505,0.1776
194506,0.1442
194507,0.1649
194508,0.3552
194509,0.2594
194510,0.2628
194511,0.1976
194512,-0.0478
194601,0.2258
194602,0.0885
194603,0.0013
194604,0.1751
194605,-0.0318
194606,-0.1042
194607,-0.0362
194608,-0.0699
194609,-0.0200
194610,-0.0130
194611,-0.0146
194612,-0.2698
194701,-0.1897
194702,-0.0797
194703,-0.0125
194704,0.0114
194705,-0.0238
194706,0.0164
194707,-0.0199
194708,-0.0639
194709,-0.1274
194710,0.0564
194711,-0.0245
194712,-0.1468
194801,0.0536
194802,-0.0943
194803,-0.1880
194804,-0.0648
194805,0.1434
194806,-0.0142
194807,-0.0623
194808,-0.0238
194809,-0.1018
194810,-0.0662
194811,-0.0597
194812,-0.1126
194901,0.1194
194902,-0.1467
194903,-0.0721
194904,0.0085
194905,-0.0065
194906,-0.1450
194907,-0.0726
194908,-0.0204
194909,-0.0672
194910,-0.0315
194911,-0.0522
194912,-0.1822
195001,-0.2728
195002,-0.2326
195003,-0.0850
195004,-0.1695
195005,-0.0523
195006,-0.0548
195007,-0.1004
195008,-0.1366
195009,-0.1034
195010,-0.1645
195011,-0.3585
195012,-0.1777
195101,-0.2884
195102,-0.4064
195103,-0.1665
195104,-0.0855
195105,0.0565
195106,0.0363
195107,0.1085
195108,0.1151
195109,0.1345
195110,0.1083
195111,0.0256
195112,0.2139
195201,0.1516
195202,0.0914
195203,-0.0462
195204,0.0661
195205,0.0356
195206,0.0409
195207,0.0738
195208,0.0653
195209,0.0667
195210,-0.0370
195211,-0.1956
195212,-0.0067
195301,0.1049
195302,0.1562
195303,0.1552
195304,0.1842
195305,0.1466
195306,0.1275
195307,0.0676
195308,0.0825
195309,0.0644
195310,0.0705
195311,-0.0615
195312,0.0553
195401,-0.2358
195402,-0.0866
195403,-0.0915
195404,-0.1756
195405,-0.2019
195406,-0.1158
195407,-0.1223
195408,-0.0906
195409,-0.0589
195410,-0.0686
195411,0.0398
195412,-0.1853
195501,0.0896
195502,-0.1292
195503,-0.3072
195504,-0.2379
195505,-0.1257
195506,-0.0687
195507,-0.0866
195508,-0.0252
195509,-0.0924
195510,-0.1250
195511,-0.2361
195512,-0.2705
195601,-0.1755
195602,-0.2718
195603,-0.1974
195604,-0.2830
195605,-0.2263
195606,-0.1445
195607,-0.1348
195608,-0.1870
195609,-0.2530
195610,-0.2008
195611,-0.1563
195612,-0.1548
195701,-0.1189
195702,-0.1119
195703,-0.0666
195704,-0.0182
195705,0.1090
195706,0.1607
195707,0.0615
195708,0.1294
195709,0.0726
195710,0.0126
195711,0.1275
195712,0.2272
195801,0.2959
195802,0.2092
195803,0.1190
195804,0.1149
195805,0.1037
195806,0.0653
195807,0.0653
195808,0.0558
195809,0.0195
195810,0.0400
195811,0.0909
195812,0.1443
195901,0.1249
195902,0.0695
195903,0.2051
195904,0.1191
195905,0.0277
195906,0.0854
195907,0.0676
195908,0.0515
195909,0.0970
195910,-0.0142
195911,-0.0772
195912,-0.0344
196001,0.0042
196002,0.1868
196003,-0.2027
196004,-0.0947
196005,-0.0844
196006,0.0783
196007,0.0349
196008,0.0467
196009,0.0627
196010,0.0379
196011,-0.0484
196012,0.2261
196101,0.1190
196102,0.1771
196103,0.1637
196104,0.1325
196105,0.1611
196106,0.1475
196107,0.0337
196108,0.0311
196109,-0.0077
196110,-0.0352
196111,0.0145
196112,-0.0179
196201,0.1342
196202,0.1701
196203,0.1189
196204,0.0765
196205,0.0577
196206,0.0573
196207,0.0902
196208,0.0555
196209,0.0617
196210,0.0768
196211,0.0752
196212,0.0870
196301,0.0385
196302,0.2564
196303,-0.0235
196304,-0.0035
196305,0.0114
196306,0.0472
196307,0.1361
196308,0.1550
196309,0.1623
196310,0.2106
196311,0.1921
196312,0.0800
196401,0.0476
196402,-0.1053
196403,-0.1438
196404,-0.1854
196405,-0.0988
196406,-0.0937
196407,-0.1121
196408,-0.1684
196409,-0.2100
196410,-0.2662
196411,-0.2050
196412,-0.2653
196501,-0.0723
196502,-0.1974
196503,-0.1011
196504,-0.1884
196505,-0.0770
196506,-0.0454
196507,-0.0853
196508,-0.0499
196509,-0.0527
196510,0.0212
196511,-0.0922
196512,-0.0139
196601,-0.0476
196602,-0.0402
196603,-0.0041
196604,-0.0940
196605,-0.0375
196606,0.0560
196607,0.0635
196608,0.0185
196609,0.0229
196610,-0.0614
196611,-0.0478
196612,-0.1269
196701,-0.1097
196702,-0.1681
196703,0.0006
196704,0.0041
196705,0.1233
196706,-0.0337
196707,-0.0214
196708,-0.0083
196709,-0.0352
196710,0.1262
196711,-0.0259
196712,-0.0439
196801,-0.1893
196802,-0.1297
196803,0.1478
196804,-0.0726
196805,-0.0827
196806,-0.0192
196807,-0.0248
196808,-0.0181
196809,-0.0141
196810,0.0436
196811,0.0144
196812,-0.0448
196901,-0.1323
196902,-0.1071
196903,0.1168
196904,0.1917
196905,0.1730
196906,0.0740
196907,0.0886
196908,0.0952
196909,0.0828
196910,0.0677
196911,0.1899
196912,0.2453
197001,0.1199
197002,0.2343
197003,0.0316
197004,0.1308
197005,0.0398
197006,0.0252
197007,-0.0244
197008,-0.0222
197009,0.0050
197010,-0.0399
197011,0.0197
197012,-0.0964
197101,-0.0078
197102,-0.2167
197103,-0.1398
197104,-0.1299
197105,-0.0909
197106,-0.1298
197107,-0.0660
197108,-0.0714
197109,-0.0444
197110,-0.0775
197111,0.0361
197112,-0.0208
197201,-0.2413
197202,-0.1644
197203,0.0021
197204,0.0362
197205,0.0153
197206,0.0768
197207,0.0640
197208,0.0880
197209,0.0194
197210,0.0883
197211,0.0775
197212,0.2518
197301,0.2565
197302,0.3702
197303,0.3283
197304,0.2504
197305,0.2138
197306,0.1944
197307,0.1153
197308,0.0765
197309,0.0524
197310,0.0423
197311,0.0203
197312,0.0251
197401,-0.1954
197402,-0.2564
197403,-0.0519
197404,-0.0451
197405,-0.0263
197406,-0.0414
197407,0.0163
197408,0.0103
197409,-0.0455
197410,-0.0831
197411,-0.0699
197412,-0.0999
197501,0.1174
197502,0.0298
197503,0.1082
197504,0.0771
197505,0.0673
197506,0.0326
197507,0.0016
197508,-0.0710
197509,0.0147
197510,-0.1259
197511,-0.1472
197512,-0.0929
197601,-0.0198
197602,-0.1248
197603,-0.2377
197604,-0.0246
197605,-0.1245
197606,-0.0761
197607,-0.0893
197608,-0.0932
197609,-0.0470
197610,-0.1866
197611,-0.0438
197612,0.0878
197701,0.0617
197702,0.2360
197703,0.3066
197704,0.2818
197705,0.2357
197706,0.2445
197707,0.1688
197708,0.1388
197709,0.1844
197710,0.1146
197711,0.2578
197712,0.1102
197801,0.1593
197802,0.1263
197803,0.2209
197804,0.1305
197805,0.0589
197806,0.0502
197807,0.0662
197808,0.0018
197809,0.0724
197810,0.0610
197811,0.2246
197812,0.1501
197901,0.1599
197902,0.0891
197903,0.2428
197904,0.1105
197905,0.1548
197906,0.2149
197907,0.1719
197908,0.2236
197909,0.2497
197910,0.2922
197911,0.2942
197912,0.5024
198001,0.3085
198002,0.3508
198003,0.2397
198004,0.3082
198005,0.3168
198006,0.2449
198007,0.2159
198008,0.1934
198009,0.1998
198010,0.1808
198011,0.3300
198012,0.2654
198101,0.4666
198102,0.3617
198103,0.4086
198104,0.3570
198105,0.2619
198106,0.2823
198107,0.2249
198108,0.2416
198109,0.1850
198110,0.1677
198111,0.2135
198112,0.4193
198201,0.1337
198202,0.1578
198203,0.0818
198204,0.2026
198205,0.1905
198206,0.1216
198207,0.1409
198208,0.1377
198209,0.2329
198210,0.1762
198211,0.1483
198212,0.4345
198301,0.5170
198302,0.4816
198303,0.4256
198304,0.2922
198305,0.2872
198306,0.2650
198307,0.2642
198308,0.3209
198309,0.3163
198310,0.2108
198311,0.4302
198312,0.2724
198401,0.2835
198402,0.1725
198403,0.2701
198404,0.1485
198405,0.2819
198406,0.1299
198407,0.1157
198408,0.1656
198409,0.1400
198410,0.1152
198411,0.0364
198412,-0.0938
198501,0.1780
198502,0.0159
198503,0.1858
198504,0.1473
198505,0.1945
198506,0.1259
198507,0.0755
198508,0.1256
198509,0.0985
198510,0.1277
198511,0.1154
198512,0.1962
198601,0.3234
198602,0.2773
198603,0.2933
198604,0.2591
198605,0.2490
198606,0.2509
198607,0.1654
198608,0.1645
198609,0.1672
198610,0.2030
198611,0.1529
198612,0.2144
198701,0.3098
198702,0.5026
198703,0.2534
198704,0.3040
198705,0.3337
198706,0.2987
198707,0.4143
198708,0.3803
198709,0.4288
198710,0.3318
198711,0.3272
198712,0.5280
198801,0.5458
198802,0.3874
198803,0.4808
198804,0.4396
198805,0.3767
198806,0.3822
198807,0.3377
198808,0.3164
198809,0.3140
198810,0.2953
198811,0.2242
198812,0.3588
198901,0.2119
198902,0.3030
198903,0.3299
198904,0.2837
198905,0.2744
198906,0.2705
198907,0.2991
198908,0.2985
198909,0.2994
198910,0.3005
198911,0.2486
198912,0.3950
199001,0.3561
199002,0.4006
199003,0.7278
199004,0.4879
199005,0.4234
199006,0.4066
199007,0.3406
199008,0.3428
199009,0.3089
199010,0.4214
199011,0.4725
199012,0.4411
199101,0.4477
199102,0.4615
199103,0.3646
199104,0.5149
199105,0.4085
199106,0.4786
199107,0.4393
199108,0.3826
199109,0.3817
199110,0.3242
199111,0.3129
199112,0.3002
199201,0.4681
199202,0.4452
199203,0.4324
199204,0.2904
199205,0.3246
199206,0.2806
199207,0.1317
199208,0.1345
199209,0.0588
199210,0.1112
199211,0.0878
199212,0.2814
199301,0.3798
199302,0.3932
199303,0.4183
199304,0.3112
199305,0.3406
199306,0.2899
199307,0.2291
199308,0.2062
199309,0.1662
199310,0.2400
199311,0.0893
199312,0.3122
199401,0.2860
199402,0.0741
199403,0.3516
199404,0.3522
199405,0.3766
199406,0.3772
199407,0.3078
199408,0.3027
199409,0.3257
199410,0.4212
199411,0.4452
199412,0.3978
199501,0.5467
199502,0.6846
199503,0.4614
199504,0.4065
199505,0.3534
199506,0.4611
199507,0.4234
199508,0.4966
199509,0.3814
199510,0.4317
199511,0.4493
199512,0.3424
199601,0.2579
199602,0.4510
199603,0.3213
199604,0.2684
199605,0.3845
199606,0.3482
199607,0.3194
199608,0.3148
199609,0.2597
199610,0.2239
199611,0.2787
199612,0.3843
199701,0.3718
199702,0.4249
199703,0.4588
199704,0.4515
199705,0.4205
199706,0.5287
199707,0.5028
199708,0.5411
199709,0.6185
199710,0.6425
199711,0.5835
199712,0.6265
199801,0.6037
199802,0.8623
199803,0.6357
199804,0.7307
199805,0.6657
199806,0.6625
199807,0.7286
199808,0.6767
199809,0.5223
199810,0.4915
199811,0.4079
199812,0.5783
199901,0.4988
199902,0.6703
199903,0.3697
199904,0.4573
199905,0.4058
199906,0.4160
199907,0.3992
199908,0.3643
199909,0.3964
199910,0.3746
199911,0.3668
199912,0.5744
200001,0.3426
200002,0.5401
200003,0.5558
200004,0.6288
200005,0.4632
200006,0.4048
200007,0.3912
200008,0.4532
200009,0.4321
200010,0.3001
200011,0.2564
200012,0.3167
200101,0.4711
200102,0.3919
200103,0.6278
200104,0.5634
200105,0.5986
200106,0.5328
200107,0.5553
200108,0.5983
200109,0.5007
200110,0.4955
200111,0.6842
200112,0.5099
200201,0.6955
200202,0.7827
200203,0.7875
200204,0.5687
200205,0.5635
200206,0.5831
200207,0.6194
200208,0.5326
200209,0.5653
200210,0.4757
200211,0.5887
200212,0.4347
200301,0.6894
200302,0.5619
200303,0.5669
200304,0.5577
200305,0.5947
200306,0.5390
200307,0.5388
200308,0.6179
200309,0.6374
200310,0.7254
200311,0.5765
200312,0.7347
200401,0.5962
200402,0.7218
200403,0.6985
200404,0.5922
200405,0.4442
200406,0.4678
200407,0.4784
200408,0.5123
200409,0.5302
200410,0.6165
200411,0.7584
200412,0.5096
200501,0.6254
200502,0.5153
200503,0.6881
200504,0.7290
200505,0.6564
200506,0.6698
200507,0.6544
200508,0.6217
200509,0.6851
200510,0.6892
200511,0.7254
200512,0.6191
200601,0.4598
200602,0.6220
200603,0.5971
200604,0.5181
200605,0.5511
200606,0.6355
200607,0.6193
200608,0.6234
200609,0.6292
200610,0.6766
200611,0.6418
200612,0.7643
200701,0.8830
200702,0.6609
200703,0.6677
200704,0.7337
200705,0.6084
200706,0.5334
200707,0.5280
200708,0.5495
200709,0.5756
200710,0.5634
200711,0.5167
200712,0.4858
200801,0.2733
200802,0.3754
200803,0.7612
200804,0.4815
200805,0.5014
200806,0.5269
200807,0.5757
200808,0.5551
200809,0.5285
200810,0.6663
200811,0.6669
200812,0.5606
200901,0.5933
200902,0.5654
200903,0.5769
200904,0.6510
200905,0.5859
200906,0.6696
200907,0.6378
200908,0.6962
200909,0.7054
200910,0.6399
200911,0.6687
200912,0.6130
201001,0.7018
201002,0.7080
201003,0.8455
201004,0.8266
201005,0.7601
201006,0.7337
201007,0.7280
201008,0.6542
201009,0.5695
201010,0.6214
201011,0.7687
201012,0.4813
201101,0.4676
201102,0.4935
201103,0.5874
201104,0.6486
201105,0.5735
201106,0.6421
201107,0.6249
201108,0.6116
201109,0.5945
201110,0.6331
201111,0.4830
201112,0.5444
201201,0.4215
201202,0.4231
201203,0.5223
201204,0.7298
201205,0.7183
201206,0.6992
201207,0.6816
201208,0.6632
201209,0.7187
201210,0.6965
201211,0.7035
201212,0.4576
201301,0.5832
201302,0.6328
201303,0.6101
201304,0.5573
201305,0.7107
201306,0.6806
201307,0.6660
201308,0.6618
201309,0.6801
201310,0.6747
201311,0.8251
201312,0.6969
201401,0.6958
201402,0.4807
201403,0.7708
201404,0.8006
201405,0.7912
201406,0.7590
201407,0.6941
201408,0.7920
201409,0.7869
201410,0.7830
201411,0.6896
201412,0.8309
201501,0.8156
201502,0.8853
201503,0.8991
201504,0.7760
201505,0.8594
201506,0.8816
201507,0.8073
201508,0.8740
