Global Land Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Year,Value
189304,-0.4696
189305,-0.6410
189306,-0.3404
189307,-0.2079
189308,-0.4636
189309,-0.3095
189310,-0.2694
189311,-0.1283
189312,-0.2969
189401,-0.8730
189402,-0.0935
189403,-0.0114
189404,-0.4941
189405,-0.2672
189406,-0.4936
189407,-0.3305
189408,-0.3414
189409,-0.4199
189410,-0.3230
189411,-0.5589
189412,-0.3334
189501,-1.2790
189502,-1.1195
189503,-0.3538
189504,-0.0943
189505,-0.2716
189506,-0.4711
189507,-0.3221
189508,-0.4080
189509,-0.1893
189510,-0.2934
189511,-0.3493
189512,-0.1644
189601,-0.1795
189602,-0.1301
189603,-0.5828
189604,-0.7235
189605,-0.1599
189606,-0.2137
189607,-0.2035
189608,-0.2117
189609,-0.3072
189610,0.0165
189611,-0.8284
189612,-0.1523
189701,-0.7253
189702,-0.5683
189703,-1.0220
189704,-0.0651
189705,-0.0169
189706,-0.2580
189707,-0.0144
189708,-0.1986
189709,0.1249
189710,-0.2538
189711,-0.4919
189712,-0.5774
189801,0.2107
189802,-0.4700
189803,-1.6086
189804,-0.4818
189805,-0.4932
189806,-0.2473
189807,-0.4053
189808,-0.2576
189809,-0.2512
189810,-0.6028
189811,-0.3306
189812,0.2774
189901,-0.0540
189902,-0.6195
189903,-0.5557
189904,-0.1224
189905,-0.1444
189906,-0.4830
189907,-0.2625
189908,-0.1821
189909,0.0778
189910,0.0006
189911,0.5964
189912,-0.6372
190001,-0.8425
190002,-0.5158
190003,-0.0601
190004,-0.2444
190005,0.0637
190006,0.0604
190007,-0.1985
190008,-0.1123
190009,-0.1447
190010,0.1834
190011,-0.2826
190012,0.2569
190101,-0.3795
190102,-0.1761
190103,0.2509
190104,0.0682
190105,-0.1123
190106,-0.0991
190107,-0.0598
190108,-0.0678
190109,-0.1950
190110,-0.3760
190111,0.0942
190112,-0.2953
190201,0.2221
190202,0.4503
190203,-0.2069
190204,-0.5975
190205,-0.3248
190206,-0.4492
190207,-0.4498
190208,-0.4054
190209,-0.3077
190210,-0.4802
190211,-0.7798
190212,-0.8500
190301,-0.1782
190302,0.3099
190303,-0.3882
190304,-0.5498
190305,-0.5795
190306,-0.5426
190307,-0.4236
190308,-0.4965
190309,-0.3362
190310,-0.6321
190311,-0.4921
190312,-0.5858
190401,-0.9309
190402,-0.5994
190403,-0.7358
190404,-0.6047
190405,-0.3466
190406,-0.4609
190407,-0.5017
190408,-0.3992
190409,-0.5736
190410,-0.5018
190411,0.2131
190412,-0.1769
190501,-0.3729
190502,-1.3389
190503,-0.7700
190504,-0.8571
190505,-0.3842
190506,-0.3119
190507,-0.1793
190508,-0.2693
190509,-0.1938
190510,-0.4082
190511,0.2057
190512,-0.0807
190601,-0.3085
190602,-0.6316
190603,-0.2341
190604,0.2351
190605,0.0336
190606,0.0255
190607,-0.1921
190608,-0.1303
190609,-0.3064
190610,-0.2196
190611,-0.6232
190612,0.1480
190701,-0.5725
190702,-0.7232
190703,-0.4928
190704,-0.7501
190705,-0.9653
190706,-0.6333
190707,-0.4839
190708,-0.3416
190709,-0.3253
190710,-0.2930
190711,-0.9091
190712,-0.5120
190801,-0.2364
190802,-0.3605
190803,-1.0742
190804,-0.7066
190805,-0.3126
190806,-0.3825
190807,-0.2946
190808,-0.4847
190809,-0.2368
190810,-0.6703
190811,-0.6052
190812,-0.3035
190901,-0.8591
190902,-0.5354
190903,-0.7637
190904,-0.7749
190905,-0.5351
190906,-0.3156
190907,-0.2812
190908,-0.0120
190909,-0.1365
190910,-0.1807
190911,0.2838
190912,-0.3074
191001,-0.0252
191002,-0.3064
191003,-0.3788
191004,-0.1445
191005,-0.1767
191006,-0.2964
191007,-0.0900
191008,-0.1657
191009,-0.2460
191010,-0.4479
191011,-0.6259
191012,-0.7844
191101,-0.7043
191102,-0.5717
191103,-0.7419
191104,-0.4045
191105,-0.2991
191106,-0.3503
191107,-0.3518
191108,-0.3941
191109,-0.3289
191110,-0.3165
191111,-0.1821
191112,-0.3424
191201,-0.4494
191202,0.1158
191203,-0.7794
191204,-0.3213
191205,-0.2512
191206,-0.2206
191207,-0.4645
191208,-0.7098
191209,-0.7716
191210,-0.9174
191211,-0.5102
191212,-0.4610
191301,-0.4759
191302,-0.7101
191303,-0.6080
191304,-0.3079
191305,-0.5612
191306,-0.4410
191307,-0.3326
191308,-0.2034
191309,-0.3408
191310,-0.3431
191311,0.2008
191312,0.4472
191401,0.8593
191402,0.1223
191403,-0.0564
191404,-0.3042
191405,0.0122
191406,-0.0688
191407,-0.1230
191408,-0.1601
191409,-0.1262
191410,-0.0209
191411,-0.3224
191412,-0.2920
191501,-0.2744
191502,0.1491
191503,-0.1792
191504,0.1508
191505,-0.0076
191506,-0.0950
191507,-0.0350
191508,-0.0732
191509,-0.1757
191510,-0.4077
191511,0.1938
191512,0.3223
191601,-0.1114
191602,-0.1814
191603,-0.5396
191604,-0.2383
191605,-0.2039
191606,-0.4964
191607,-0.1987
191608,-0.2001
191609,-0.2165
191610,-0.2768
191611,-0.3700
191612,-1.0970
191701,-0.5297
191702,-0.7740
191703,-0.8057
191704,-0.4808
191705,-0.7582
191706,-0.4502
191707,-0.1614
191708,-0.2666
191709,-0.0442
191710,-0.5453
191711,0.1447
191712,-1.2000
191801,-0.3234
191802,-0.4075
191803,-0.2523
191804,-0.5082
191805,-0.5704
191806,-0.3489
191807,-0.3252
191808,-0.1419
191809,-0.1250
191810,-0.0034
191811,-0.2780
191812,-0.8349
191901,-0.7013
191902,-0.2246
191903,-0.5592
191904,0.0509
191905,-0.3243
191906,-0.2897
191907,-0.1163
191908,-0.0584
191909,-0.0612
191910,-0.2775
191911,-0.6205
191912,-0.4188
192001,0.0750
192002,-0.4027
192003,0.0765
192004,-0.2646
192005,-0.1572
192006,-0.3391
192007,-0.1120
192008,-0.1169
192009,-0.2015
192010,-0.2956
192011,-0.4882
192012,-0.9359
192101,0.3768
192102,-0.0410
192103,-0.1046
192104,0.0062
192105,0.1072
192106,0.0423
192107,0.0710
192108,-0.2692
192109,-0.1979
192110,-0.0746
192111,-0.3713
192112,0.0459
192201,-0.6740
192202,-0.6445
192203,-0.0090
192204,0.0138
192205,-0.1405
192206,-0.1809
192207,-0.1319
192208,-0.2200
192209,-0.1732
192210,-0.2551
192211,-0.0748
192212,-0.0216
192301,-0.0738
192302,-0.6280
192303,-0.2935
192304,-0.6659
192305,-0.3596
192306,-0.0957
192307,-0.2886
192308,-0.2042
192309,-0.1322
192310,0.0703
192311,0.3476
192312,0.1558
192401,-0.5953
192402,-0.2615
192403,-0.0914
192404,-0.4619
192405,-0.2915
192406,-0.1633
192407,-0.0598
192408,-0.1739
192409,-0.1105
192410,-0.1435
192411,0.0752
192412,-0.3831
192501,-0.3654
192502,-0.3000
192503,0.0094
192504,0.0627
192505,-0.2674
192506,-0.3183
192507,-0.3080
192508,-0.0219
192509,-0.0399
192510,-0.2070
192511,0.2781
192512,0.6013
192601,0.6775
192602,0.5233
192603,0.4463
192604,-0.3118
192605,-0.2927
192606,-0.1537
192607,-0.2541
192608,-0.0761
192609,-0.0850
192610,0.0648
192611,0.0614
192612,-0.3773
192701,-0.3108
192702,-0.2387
192703,-0.3987
192704,-0.3015
192705,-0.2796
192706,-0.1364
192707,0.0602
192708,-0.0972
192709,0.2413
192710,0.4060
192711,0.0905
192712,-0.7412
192801,0.0721
192802,-0.0358
192803,-0.4672
192804,-0.3606
192805,-0.0946
192806,-0.3158
192807,-0.1085
192808,-0.1137
192809,-0.0983
192810,0.0839
192811,0.2813
192812,0.0491
192901,-0.9977
192902,-1.2319
192903,-0.1240
192904,-0.2819
192905,-0.2502
192906,-0.2482
192907,-0.3160
192908,-0.1136
192909,-0.1903
192910,0.0872
192911,0.1010
192912,-1.3043
193001,-0.6432
193002,-0.1958
193003,0.3440
193004,-0.2388
193005,-0.2565
193006,0.0403
193007,0.0795
193008,0.0086
193009,-0.2628
193010,-0.0604
193011,0.3706
193012,0.0399
193101,-0.0824
193102,-0.6740
193103,0.0023
193104,-0.3091
193105,-0.2869
193106,0.0942
193107,0.1713
193108,0.1862
193109,0.2541
193110,0.3825
193111,-0.0123
193112,0.0579
193201,0.8870
193202,-0.4272
193203,-0.4052
193204,0.3053
193205,-0.1192
193206,-0.0817
193207,0.0738
193208,-0.0855
193209,0.2058
193210,0.1689
193211,-0.2639
193212,-0.2862
193301,-0.6881
193302,-0.7347
193303,-0.4324
193304,-0.3513
193305,-0.2469
193306,-0.1732
193307,-0.0872
193308,-0.0881
193309,-0.1912
193310,-0.0297
193311,-0.1763
193312,-0.7698
193401,-0.3893
193402,0.6205
193403,-0.3208
193404,-0.3872
193405,0.2788
193406,0.0323
193407,-0.0877
193408,-0.0410
193409,-0.3240
193410,0.0085
193411,0.2637
193412,0.1555
193501,-0.5948
193502,1.0086
193503,0.0086
193504,-0.5661
193505,-0.3486
193506,-0.1936
193507,0.0122
193508,-0.0222
193509,0.0055
193510,0.1534
193511,-0.7667
193512,-0.4167
193601,-0.5743
193602,-0.8642
193603,-0.3676
193604,-0.3356
193605,-0.0331
193606,-0.0075
193607,0.3114
193608,0.0433
193609,0.0051
193610,0.0664
193611,0.1325
193612,0.1724
193701,-0.4730
193702,0.1905
193703,-0.5715
193704,-0.3414
193705,0.0700
193706,0.1578
193707,-0.0309
193708,0.1682
193709,0.2442
193710,0.3159
193711,-0.0018
193712,-0.2850
193801,0.0728
193802,0.0383
193803,0.3912
193804,0.4433
193805,0.1508
193806,-0.0888
193807,0.0916
193808,0.1452
193809,0.3447
193810,0.3803
193811,0.3647
193812,-0.3912
193901,0.1340
193902,0.0547
193903,-0.3994
193904,-0.2009
193905,0.1579
193906,0.1038
193907,0.0751
193908,0.1390
193909,-0.0798
193910,-0.2381
193911,0.0558
193912,1.1805
194001,-0.5695
194002,0.0611
194003,0.1191
194004,0.1708
194005,-0.1669
194006,0.1255
194007,0.1892
194008,-0.0169
194009,0.1972
194010,-0.0296
194011,-0.1103
194012,0.3850
194101,-0.0112
194102,0.2488
194103,-0.0760
194104,0.1949
194105,0.1471
194106,0.1584
194107,0.2330
194108,0.1727
194109,-0.1710
194110,0.2943
194111,-0.1252
194112,-0.0781
194201,0.3466
194202,-0.3433
194203,-0.0117
194204,-0.0212
194205,-0.0513
194206,0.1604
194207,-0.0927
194208,-0.1109
194209,0.0994
194210,0.1812
194211,0.3005
194212,0.1358
194301,-0.4141
194302,0.2603
194303,-0.1350
194304,0.1980
194305,0.1662
194306,-0.3069
194307,0.0617
194308,-0.1160
194309,0.0090
194310,0.3913
194311,0.1600
194312,0.6383
194401,0.7621
194402,0.3635
194403,0.3723
194404,-0.0068
194405,0.0941
194406,0.1723
194407,0.1699
194408,0.1055
194409,0.4283
194410,0.3547
194411,-0.0778
194412,-0.3648
194501,-0.2101
194502,-0.7211
194503,-0.1672
194504,0.2263
194505,-0.1349
194506,-0.0524
194507,-0.1239
194508,0.3579
194509,0.1289
194510,0.2285
194511,0.0122
194512,-0.5734
194601,0.3383
194602,0.2551
194603,-0.1102
194604,0.4000
194605,-0.0725
194606,-0.2593
194607,-0.0434
194608,-0.0523
194609,-0.0695
194610,-0.0488
194611,0.0849
194612,-0.7107
194701,-0.3378
194702,-0.1031
194703,0.3117
194704,0.2072
194705,0.0149
194706,0.0161
194707,-0.0598
194708,-0.0684
194709,0.0142
194710,0.4922
194711,0.1747
194712,-0.1560
194801,0.5500
194802,-0.0976
194803,-0.4034
194804,0.0219
194805,0.2495
194806,0.0796
194807,0.0253
194808,0.0140
194809,0.0206
194810,0.1071
194811,0.0751
194812,-0.2025
194901,0.4657
194902,-0.4489
194903,-0.1760
194904,0.0433
194905,0.1094
194906,-0.2244
194907,-0.1440
194908,0.0027
194909,-0.1682
194910,0.0430
194911,0.1109
194912,-0.3730
195001,-0.7793
195002,-0.5274
195003,-0.0877
195004,-0.2982
195005,-0.0189
195006,-0.1313
195007,-0.3183
195008,-0.4002
195009,-0.1959
195010,-0.2927
195011,-0.9049
195012,-0.2028
195101,-0.6162
195102,-1.0530
195103,-0.3284
195104,-0.1104
195105,0.1620
195106,-0.0901
195107,0.0455
195108,0.0802
195109,0.2476
195110,0.1401
195111,-0.0330
195112,0.5729
195201,0.2950
195202,-0.0201
195203,-0.4109
195204,0.0060
195205,0.0022
195206,-0.0043
195207,0.1428
195208,0.0005
195209,0.0745
195210,-0.2893
195211,-0.7644
195212,-0.1661
195301,0.2407
195302,0.3642
195303,0.4222
195304,0.2887
195305,0.1793
195306,0.1413
195307,0.0154
195308,0.0945
195309,0.0889
195310,0.1407
195311,-0.2676
195312,0.2543
195401,-0.7051
195402,-0.2863
195403,-0.2870
195404,-0.3157
195405,-0.4173
195406,-0.1084
195407,-0.1148
195408,-0.0032
195409,0.0186
195410,0.0615
195411,0.3954
195412,-0.2683
195501,0.6247
195502,-0.0907
195503,-0.7680
195504,-0.4304
195505,-0.0834
195506,0.0122
195507,-0.1915
195508,0.1012
195509,-0.0428
195510,0.0473
195511,-0.3194
195512,-0.4702
195601,-0.4442
195602,-0.6597
195603,-0.4496
195604,-0.5364
195605,-0.4169
195606,-0.2250
195607,-0.2636
195608,-0.3993
195609,-0.4814
195610,-0.4439
195611,-0.4015
195612,-0.4103
195701,-0.3278
195702,-0.4350
195703,-0.3785
195704,-0.2873
195705,-0.0591
195706,0.1249
195707,-0.2084
195708,0.0136
195709,0.0570
195710,-0.0773
195711,0.2015
195712,0.6263
195801,0.7265
195802,0.3531
195803,0.0745
195804,0.1154
195805,0.1503
195806,-0.1057
195807,0.0027
195808,-0.0634
195809,-0.2053
195810,-0.0769
195811,0.1834
195812,0.2514
195901,0.1984
195902,0.0260
195903,0.5272
195904,0.2183
195905,-0.0951
195906,0.1976
195907,0.0875
195908,0.0090
195909,0.0956
195910,-0.2135
195911,-0.3400
195912,-0.1043
196001,-0.0095
196002,0.6385
196003,-0.7835
196004,-0.2703
196005,-0.4550
196006,0.1210
196007,-0.1121
196008,-0.0270
196009,0.0237
196010,-0.0187
196011,-0.2750
196012,0.5998
196101,0.2846
196102,0.3727
196103,0.3811
196104,0.1479
196105,0.2153
196106,0.2062
196107,0.0002
196108,0.0009
196109,-0.0292
196110,-0.2423
196111,0.0073
196112,-0.1696
196201,0.3798
196202,0.4939
196203,0.2726
196204,0.1666
196205,0.0194
196206,-0.1043
196207,-0.0084
196208,-0.0343
196209,-0.0086
196210,0.1350
196211,0.2037
196212,0.3135
196301,0.1639
196302,0.8963
196303,-0.0454
196304,-0.2023
196305,-0.1630
196306,-0.0690
196307,0.1921
196308,0.1998
196309,0.3066
196310,0.5646
196311,0.4173
196312,0.0782
196401,0.1267
196402,-0.3474
196403,-0.3422
196404,-0.3839
196405,-0.1064
196406,-0.1465
196407,-0.1598
196408,-0.2201
196409,-0.3376
196410,-0.5293
196411,-0.1720
196412,-0.3765
196501,0.1140
196502,-0.4258
196503,-0.1031
196504,-0.3970
196505,-0.0599
196506,-0.0643
196507,-0.1534
196508,-0.1736
196509,-0.2014
196510,0.1190
196511,-0.3095
196512,-0.0240
196601,-0.1561
196602,-0.1191
196603,0.0662
196604,-0.3257
196605,-0.0313
196606,0.1710
196607,0.1524
196608,0.0630
196609,0.0839
196610,-0.1676
196611,-0.1987
196612,-0.4982
196701,-0.2476
196702,-0.4137
196703,0.0731
196704,0.1308
196705,0.3159
196706,-0.1952
196707,-0.1266
196708,-0.1560
196709,-0.1397
196710,0.4959
196711,0.0644
196712,0.0879
196801,-0.3551
196802,-0.0823
196803,0.8815
196804,-0.0450
196805,-0.2232
196806,-0.2070
196807,-0.1740
196808,-0.1854
196809,-0.2327
196810,-0.1334
196811,-0.2008
196812,-0.5049
196901,-1.0993
196902,-0.9560
196903,-0.1066
196904,0.0828
196905,-0.0011
196906,-0.0524
196907,0.0839
196908,-0.0162
196909,-0.0856
196910,-0.0362
196911,0.3971
196912,0.4781
197001,0.0143
197002,0.5379
197003,-0.1837
197004,0.1901
197005,-0.0121
197006,0.1223
197007,0.0527
197008,-0.0594
197009,-0.0274
197010,-0.2365
197011,-0.0256
197012,-0.2413
197101,0.0806
197102,-0.4161
197103,-0.1749
197104,-0.1904
197105,-0.0972
197106,-0.1897
197107,-0.1073
197108,-0.0950
197109,0.0757
197110,-0.0199
197111,0.3914
197112,0.2143
197201,-0.8939
197202,-0.7570
197203,-0.0286
197204,-0.0106
197205,-0.0826
197206,0.0549
197207,-0.0967
197208,0.0226
197209,-0.2263
197210,-0.0738
197211,-0.2382
197212,0.1582
197301,0.2547
197302,0.7225
197303,0.6950
197304,0.4447
197305,0.3203
197306,0.4194
197307,0.1722
197308,0.0851
197309,0.0078
197310,0.0723
197311,-0.0195
197312,0.2650
197401,-0.6384
197402,-0.7234
197403,0.0415
197404,0.0557
197405,-0.0783
197406,-0.1146
197407,0.0290
197408,-0.1276
197409,-0.2082
197410,-0.3334
197411,-0.2287
197412,-0.3506
197501,0.3545
197502,0.0405
197503,0.3715
197504,0.2790
197505,0.2295
197506,0.1784
197507,0.0705
197508,-0.1285
197509,0.1736
197510,-0.1528
197511,-0.1481
197512,0.0783
197601,0.2407
197602,-0.2339
197603,-0.6901
197604,0.0753
197605,-0.2024
197606,-0.2645
197607,-0.2623
197608,-0.2741
197609,-0.0842
197610,-0.8416
197611,-0.4606
197612,-0.1983
197701,-0.5559
197702,0.2361
197703,0.5616
197704,0.5467
197705,0.3740
197706,0.3819
197707,0.1453
197708,0.0062
197709,0.1273
197710,-0.0883
197711,0.5375
197712,0.0228
197801,0.1073
197802,0.0947
197803,0.4424
197804,0.2591
197805,0.0010
197806,-0.1047
197807,-0.0930
197808,-0.2583
197809,-0.0143
197810,0.0273
197811,0.3685
197812,0.0166
197901,-0.0772
197902,-0.1761
197903,0.2678
197904,-0.2244
197905,0.0517
197906,0.1067
197907,0.0321
197908,0.1190
197909,0.1511
197910,0.3023
197911,0.2251
197912,0.9208
198001,0.1540
198002,0.3721
198003,-0.0274
198004,0.4187
198005,0.4043
198006,0.2264
198007,0.1762
198008,0.1586
198009,0.1583
198010,0.1993
198011,0.6352
198012,0.3208
198101,1.0936
198102,0.8123
198103,0.8707
198104,0.7080
198105,0.3043
198106,0.2695
198107,0.1840
198108,0.3489
198109,0.1550
198110,0.0536
198111,0.2361
198112,0.8305
198201,-0.1482
198202,0.1140
198203,-0.1736
198204,0.2748
198205,0.1119
198206,-0.0606
198207,0.1645
198208,0.0917
198209,0.2063
198210,-0.0643
198211,-0.1900
198212,0.7162
198301,0.8484
198302,0.8128
198303,0.6301
198304,0.2534
198305,0.2645
198306,0.1528
198307,0.3189
198308,0.4872
198309,0.4757
198310,0.2290
198311,1.0035
198312,0.3469
198401,0.3714
198402,-0.0602
198403,0.3794
198404,0.0692
198405,0.5696
198406,0.1130
198407,0.0451
198408,0.1443
198409,-0.1156
198410,0.0529
198411,-0.2395
198412,-0.7284
198501,0.2374
198502,-0.4196
198503,0.2612
198504,0.2565
198505,0.2765
198506,0.1014
198507,-0.1219
198508,0.1543
198509,-0.0824
198510,0.0402
198511,-0.0282
198512,0.1889
198601,0.7604
198602,0.4812
198603,0.6020
198604,0.4725
198605,0.3840
198606,0.3259
198607,0.0617
198608,0.1007
198609,0.0129
198610,0.0399
198611,-0.0352
198612,0.1488
198701,0.4394
198702,1.1170
198703,0.0639
198704,0.2773
198705,0.3784
198706,0.2741
198707,0.5437
198708,0.3256
198709,0.4303
198710,0.1372
198711,0.0365
198712,0.8997
198801,0.8014
198802,0.2735
198803,0.6897
198804,0.6390
198805,0.5029
198806,0.6232
198807,0.4849
198808,0.4350
198809,0.4543
198810,0.4330
198811,0.3833
198812,0.8584
198901,0.2829
198902,0.5413
198903,0.6614
198904,0.3730
198905,0.3683
198906,0.2713
198907,0.2870
198908,0.2653
198909,0.2705
198910,0.3826
198911,0.1616
198912,0.7474
199001,0.5355
199002,0.5643
199003,1.6407
199004,0.7573
199005,0.5172
199006,0.5263
199007,0.1978
199008,0.2985
199009,0.2282
199010,0.5082
199011,0.7044
199012,0.6274
199101,0.6994
199102,0.7839
199103,0.3873
199104,0.7973
199105,0.4746
199106,0.6367
199107,0.4808
199108,0.3910
199109,0.5282
199110,0.4391
199111,0.3919
199112,0.3380
199201,0.9671
199202,0.8277
199203,0.7368
199204,0.1980
199205,0.3011
199206,0.1750
199207,-0.1504
199208,-0.0455
199209,-0.2699
199210,-0.0352
199211,-0.1059
199212,0.5005
199301,0.6895
199302,0.7209
199303,0.8372
199304,0.3892
199305,0.3933
199306,0.2731
199307,0.1883
199308,0.1638
199309,-0.0211
199310,0.2517
199311,-0.2818
199312,0.5425
199401,0.4179
199402,-0.3456
199403,0.6453
199404,0.5741
199405,0.5710
199406,0.5848
199407,0.3211
199408,0.2733
199409,0.4088
199410,0.6328
199411,0.7048
199412,0.4897
199501,1.0617
199502,1.5395
199503,0.7695
199504,0.5922
199505,0.4298
199506,0.7269
199507,0.5217
199508,0.8154
199509,0.6170
199510,0.7739
199511,0.7910
199512,0.5394
199601,0.2180
199602,0.7970
199603,0.2806
199604,0.1044
199605,0.5638
199606,0.3745
199607,0.3863
199608,0.2776
199609,0.1476
199610,0.1236
199611,0.2399
199612,0.6157
199701,0.6478
199702,0.7590
199703,0.7635
199704,0.7199
199705,0.4253
199706,0.6395
199707,0.5389
199708,0.5923
199709,0.7774
199710,0.8403
199711,0.6366
199712,0.7473
199801,0.7278
199802,1.6878
199803,0.8811
199804,1.1896
199805,0.9089
199806,0.8703
199807,1.0975
199808,1.0216
199809,0.7716
199810,0.7232
199811,0.3481
199812,1.1225
199901,0.9967
199902,1.6568
199903,0.3573
199904,0.7677
199905,0.6344
199906,0.6147
199907,0.6335
199908,0.5070
199909,0.6569
199910,0.6496
199911,0.6189
199912,1.3447
200001,0.4956
200002,1.0735
200003,1.1318
200004,1.3466
200005,0.7703
200006,0.6032
200007,0.4939
200008,0.6640
200009,0.5233
200010,0.1709
200011,0.0141
200012,0.2280
200101,0.7680
200102,0.4675
200103,1.1671
200104,0.9190
200105,0.9747
200106,0.7035
200107,0.7343
200108,0.9254
200109,0.5917
200110,0.5496
200111,1.2910
200112,0.6822
200201,1.4123
200202,1.6815
200203,1.4998
200204,0.7488
200205,0.7061
200206,0.7732
200207,0.9701
200208,0.7221
200209,0.7827
200210,0.4752
200211,0.9630
200212,0.3360
200301,1.2852
200302,0.8520
200303,0.7651
200304,0.7872
200305,0.8944
200306,0.6634
200307,0.5429
200308,0.7614
200309,0.7889
200310,1.1024
200311,0.7061
200312,1.3947
200401,0.8871
200402,1.3031
200403,1.2734
200404,0.8577
200405,0.4502
200406,0.5298
200407,0.4304
200408,0.4698
200409,0.5659
200410,0.8317
200411,1.4036
200412,0.5785
200501,1.0101
200502,0.6349
200503,1.2492
200504,1.3246
200505,0.9768
200506,0.9936
200507,0.8922
200508,0.7408
200509,1.0568
200510,1.1440
200511,1.3679
200512,1.0816
200601,0.5213
200602,1.1246
200603,1.0697
200604,0.6854
200605,0.7026
200606,0.9847
200607,0.8736
200608,0.8225
200609,0.8106
200610,1.0328
200611,0.8610
200612,1.4177
200701,1.8578
200702,1.1288
200703,1.2668
200704,1.5139
200705,1.0630
200706,0.7049
200707,0.7188
200708,0.8379
200709,0.9436
200710,0.9920
200711,1.0476
200712,0.9806
200801,0.1874
200802,0.5683
200803,1.8948
200804,0.7889
200805,0.7538
200806,0.7590
200807,0.7900
200808,0.6743
200809,0.5764
200810,1.1091
200811,1.2815
200812,0.8653
200901,1.0355
200902,1.0076
200903,0.9689
200904,1.1238
200905,0.7331
200906,0.7607
200907,0.6201
200908,0.8660
200909,1.0761
200910,0.8371
200911,0.8600
200912,0.5382
201001,0.9288
201002,0.9798
201003,1.4550
201004,1.3523
201005,1.1620
201006,1.1071
201007,1.1079
201008,0.9179
201009,0.7164
201010,1.0433
201011,1.6201
201012,0.6096
201101,0.5714
201102,0.6371
201103,0.9611
201104,1.2065
201105,0.8327
201106,0.9746
201107,0.9508
201108,0.9155
201109,0.9407
201110,1.1528
201111,0.6289
201112,0.9705
201201,0.5348
201202,0.4402
201203,0.8130
201204,1.4776
201205,1.2816
201206,1.1900
201207,0.9766
201208,0.8391
201209,0.9913
201210,0.9752
201211,1.1161
201212,0.2713
201301,0.9021
201302,1.1160
201303,1.0335
201304,0.7175
201305,1.1537
201306,1.0387
201307,0.7820
201308,0.7279
201309,0.8980
201310,0.9115
201311,1.4614
201312,1.1451
201401,1.1756
201402,0.3558
201403,1.3666
201404,1.3332
201405,1.1684
201406,0.9625
201407,0.7346
201408,0.9574
201409,0.8985
201410,1.0211
201411,0.8125
201412,1.3718
201501,1.3869
201502,1.6914
201503,1.6237
201504,1.0811
201505,1.2247
201506,1.2353
201507,0.9459
201508,1.1241
201509,1.1514
201510,1.3093
201511,1.2969
