Global Ocean Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Year,Value
194510,0.2716
194511,0.2899
194512,0.2300
194601,0.1791
194602,0.0242
194603,0.0584
194604,0.0835
194605,-0.0111
194606,-0.0320
194607,-0.0372
194608,-0.0801
194609,-0.0033
194610,0.0037
194611,-0.0615
194612,-0.0922
194701,-0.1256
194702,-0.0747
194703,-0.1457
194704,-0.0682
194705,-0.0380
194706,0.0128
194707,-0.0114
194708,-0.0676
194709,-0.1981
194710,-0.1492
194711,-0.1158
194712,-0.1441
194801,-0.1514
194802,-0.0950
194803,-0.0994
194804,-0.1015
194805,0.0999
194806,-0.0591
194807,-0.0999
194808,-0.0464
194809,-0.1626
194810,-0.1454
194811,-0.1255
194812,-0.0734
194901,-0.0193
194902,-0.0250
194903,-0.0357
194904,-0.0141
194905,-0.0566
194906,-0.1190
194907,-0.0506
194908,-0.0402
194909,-0.0368
194910,-0.0658
194911,-0.1252
194912,-0.1124
195001,-0.0827
195002,-0.1251
195003,-0.0912
195004,-0.1176
195005,-0.0697
195006,-0.0288
195007,-0.0227
195008,-0.0367
195009,-0.0737
195010,-0.1177
195011,-0.1496
195012,-0.1802
195101,-0.1634
195102,-0.1667
195103,-0.1057
195104,-0.0762
195105,0.0096
195106,0.0840
195107,0.1309
195108,0.1253
195109,0.0856
195110,0.0934
195111,0.0458
195112,0.0739
195201,0.0965
195202,0.1274
195203,0.0862
195204,0.0907
195205,0.0472
195206,0.0563
195207,0.0412
195208,0.0885
195209,0.0605
195210,0.0656
195211,0.0359
195212,0.0557
195301,0.0519
195302,0.0732
195303,0.0503
195304,0.1425
195305,0.1295
195306,0.1189
195307,0.0875
195308,0.0736
195309,0.0543
195310,0.0404
195311,0.0186
195312,-0.0240
195401,-0.0497
195402,-0.0068
195403,-0.0179
195404,-0.1183
195405,-0.1128
195406,-0.1198
195407,-0.1249
195408,-0.1258
195409,-0.0916
195410,-0.1231
195411,-0.1045
195412,-0.1549
195501,-0.1148
195502,-0.1431
195503,-0.1293
195504,-0.1542
195505,-0.1430
195506,-0.1042
195507,-0.0442
195508,-0.0785
195509,-0.1147
195510,-0.1961
195511,-0.2048
195512,-0.1948
195601,-0.0758
195602,-0.1301
195603,-0.1088
195604,-0.1762
195605,-0.1485
195606,-0.1128
195607,-0.0827
195608,-0.0987
195609,-0.1597
195610,-0.1053
195611,-0.0614
195612,-0.0609
195701,-0.0427
195702,0.0075
195703,0.0501
195704,0.0917
195705,0.1794
195706,0.1752
195707,0.1728
195708,0.1771
195709,0.0797
195710,0.0475
195711,0.0970
195712,0.0741
195801,0.1370
195802,0.1521
195803,0.1342
195804,0.1135
195805,0.0840
195806,0.1324
195807,0.0898
195808,0.1012
195809,0.1099
195810,0.0875
195811,0.0536
195812,0.1029
195901,0.0979
195902,0.0836
195903,0.0814
195904,0.0798
195905,0.0799
195906,0.0387
195907,0.0587
195908,0.0687
195909,0.0972
195910,0.0683
195911,0.0276
195912,-0.0097
196001,0.0101
196002,0.0162
196003,0.0119
196004,-0.0271
196005,0.0643
196006,0.0589
196007,0.0941
196008,0.0770
196009,0.0787
196010,0.0624
196011,0.0393
196012,0.0841
196101,0.0583
196102,0.1033
196103,0.0808
196104,0.1277
196105,0.1414
196106,0.1240
196107,0.0484
196108,0.0433
196109,0.0012
196110,0.0488
196111,0.0170
196112,0.0373
196201,0.0422
196202,0.0466
196203,0.0610
196204,0.0422
196205,0.0734
196206,0.1236
196207,0.1309
196208,0.0925
196209,0.0910
196210,0.0566
196211,0.0261
196212,-0.0013
196301,-0.0081
196302,0.0172
196303,-0.0140
196304,0.0743
196305,0.0839
196306,0.0952
196307,0.1134
196308,0.1383
196309,0.1061
196310,0.0697
196311,0.1041
196312,0.0797
196401,0.0181
196402,-0.0161
196403,-0.0700
196404,-0.1072
196405,-0.0959
196406,-0.0730
196407,-0.0924
196408,-0.1473
196409,-0.1605
196410,-0.1606
196411,-0.2156
196412,-0.2275
196501,-0.1417
196502,-0.1120
196503,-0.1025
196504,-0.1069
196505,-0.0843
196506,-0.0390
196507,-0.0575
196508,0.0016
196509,0.0088
196510,-0.0133
196511,-0.0078
196512,-0.0111
196601,-0.0061
196602,-0.0093
196603,-0.0306
196604,0.0002
196605,-0.0392
196606,0.0109
196607,0.0296
196608,0.0025
196609,0.0005
196610,-0.0169
196611,0.0129
196612,0.0144
196701,-0.0574
196702,-0.0755
196703,-0.0262
196704,-0.0440
196705,0.0496
196706,0.0329
196707,0.0244
196708,0.0518
196709,0.0099
196710,-0.0178
196711,-0.0594
196712,-0.0931
196801,-0.1294
196802,-0.1475
196803,-0.1273
196804,-0.0810
196805,-0.0273
196806,0.0562
196807,0.0372
196808,0.0504
196809,0.0751
196810,0.1167
196811,0.0975
196812,0.1315
196901,0.2203
196902,0.2154
196903,0.2068
196904,0.2346
196905,0.2408
196906,0.1261
196907,0.0930
196908,0.1406
196909,0.1512
196910,0.1125
196911,0.1127
196912,0.1586
197001,0.1581
197002,0.1217
197003,0.1085
197004,0.1085
197005,0.0589
197006,-0.0106
197007,-0.0531
197008,-0.0055
197009,0.0203
197010,0.0402
197011,0.0378
197012,-0.0462
197101,-0.0388
197102,-0.1430
197103,-0.1275
197104,-0.1074
197105,-0.0871
197106,-0.1055
197107,-0.0477
197108,-0.0600
197109,-0.0906
197110,-0.0967
197111,-0.1016
197112,-0.1105
197201,-0.0051
197202,0.0497
197203,0.0127
197204,0.0517
197205,0.0522
197206,0.0826
197207,0.1271
197208,0.1136
197209,0.1163
197210,0.1508
197211,0.1948
197212,0.2829
197301,0.2569
197302,0.2394
197303,0.1905
197304,0.1762
197305,0.1707
197306,0.1076
197307,0.0926
197308,0.0724
197309,0.0684
197310,0.0315
197311,0.0336
197312,-0.0681
197401,-0.0367
197402,-0.0904
197403,-0.0910
197404,-0.0855
197405,-0.0085
197406,-0.0138
197407,0.0109
197408,0.0636
197409,0.0185
197410,0.0143
197411,-0.0089
197412,-0.0105
197501,0.0282
197502,0.0227
197503,0.0057
197504,-0.0019
197505,0.0021
197506,-0.0273
197507,-0.0261
197508,-0.0492
197509,-0.0473
197510,-0.1149
197511,-0.1492
197512,-0.1614
197601,-0.1181
197602,-0.0880
197603,-0.0669
197604,-0.0643
197605,-0.0975
197606,-0.0048
197607,-0.0211
197608,-0.0234
197609,-0.0324
197610,0.0706
197611,0.1176
197612,0.1954
197701,0.2854
197702,0.2326
197703,0.2093
197704,0.1784
197705,0.1806
197706,0.1903
197707,0.1780
197708,0.1902
197709,0.2067
197710,0.1952
197711,0.1487
197712,0.1399
197801,0.1769
197802,0.1359
197803,0.1358
197804,0.0799
197805,0.0797
197806,0.1095
197807,0.1293
197808,0.1052
197809,0.1077
197810,0.0761
197811,0.1665
197812,0.1955
197901,0.2447
197902,0.1835
197903,0.2304
197904,0.2307
197905,0.1900
197906,0.2536
197907,0.2232
197908,0.2628
197909,0.2892
197910,0.2900
197911,0.3207
197912,0.3448
198001,0.3616
198002,0.3382
198003,0.3343
198004,0.2640
198005,0.2803
198006,0.2508
198007,0.2309
198008,0.2070
198009,0.2170
198010,0.1767
198011,0.2151
198012,0.2416
198101,0.2370
198102,0.1958
198103,0.2379
198104,0.2241
198105,0.2439
198106,0.2881
198107,0.2404
198108,0.2010
198109,0.1983
198110,0.2133
198111,0.2050
198112,0.2665
198201,0.2364
198202,0.1702
198203,0.1731
198204,0.1766
198205,0.2226
198206,0.1925
198207,0.1343
198208,0.1586
198209,0.2455
198210,0.2716
198211,0.2766
198212,0.3259
198301,0.3866
198302,0.3554
198303,0.3430
198304,0.3058
198305,0.2966
198306,0.3076
198307,0.2442
198308,0.2594
198309,0.2574
198310,0.2073
198311,0.2152
198312,0.2436
198401,0.2479
198402,0.2506
198403,0.2286
198404,0.1766
198405,0.1735
198406,0.1371
198407,0.1459
198408,0.1757
198409,0.2402
198410,0.1430
198411,0.1402
198412,0.1407
198501,0.1577
198502,0.1742
198503,0.1587
198504,0.1073
198505,0.1640
198506,0.1365
198507,0.1519
198508,0.1174
198509,0.1698
198510,0.1650
198511,0.1720
198512,0.1995
198601,0.1663
198602,0.2031
198603,0.1826
198604,0.1819
198605,0.2000
198606,0.2236
198607,0.2066
198608,0.1910
198609,0.2301
198610,0.2665
198611,0.2234
198612,0.2392
198701,0.2642
198702,0.2775
198703,0.3236
198704,0.3127
198705,0.3162
198706,0.3078
198707,0.3683
198708,0.4032
198709,0.4325
198710,0.4086
198711,0.4368
198712,0.3906
198801,0.4541
198802,0.4296
198803,0.4041
198804,0.3674
198805,0.3310
198806,0.2915
198807,0.2859
198808,0.2753
198809,0.2660
198810,0.2497
198811,0.1669
198812,0.1746
198901,0.1884
198902,0.2166
198903,0.2098
198904,0.2522
198905,0.2397
198906,0.2699
198907,0.3052
198908,0.3128
198909,0.3130
198910,0.2719
198911,0.2835
198912,0.2665
199001,0.2955
199002,0.3449
199003,0.3950
199004,0.3884
199005,0.3910
199006,0.3631
199007,0.3987
199008,0.3623
199009,0.3440
199010,0.3940
199011,0.3892
199012,0.3737
199101,0.3604
199102,0.3469
199103,0.3572
199104,0.4101
199105,0.3844
199106,0.4187
199107,0.4262
199108,0.3820
199109,0.3296
199110,0.2859
199111,0.2855
199112,0.2848
199201,0.2876
199202,0.3071
199203,0.3214
199204,0.3240
199205,0.3340
199206,0.3185
199207,0.2419
199208,0.2052
199209,0.1884
199210,0.1712
199211,0.1596
199212,0.1961
199301,0.2646
199302,0.2719
199303,0.2632
199304,0.2828
199305,0.3218
199306,0.2955
199307,0.2466
199308,0.2245
199309,0.2412
199310,0.2397
199311,0.2286
199312,0.2264
199401,0.2382
199402,0.2253
199403,0.2429
199404,0.2688
199405,0.3027
199406,0.2980
199407,0.3061
199408,0.3178
199409,0.2999
199410,0.3481
199411,0.3525
199412,0.3654
199501,0.3585
199502,0.3729
199503,0.3481
199504,0.3391
199505,0.3272
199506,0.3633
199507,0.3883
199508,0.3831
199509,0.2989
199510,0.3137
199511,0.3238
199512,0.2706
199601,0.2753
199602,0.3256
199603,0.3375
199604,0.3289
199605,0.3192
199606,0.3393
199607,0.2968
199608,0.3314
199609,0.3051
199610,0.2638
199611,0.2938
199612,0.2985
199701,0.2714
199702,0.3020
199703,0.3461
199704,0.3515
199705,0.4162
199706,0.4864
199707,0.4899
199708,0.5227
199709,0.5610
199710,0.5716
199711,0.5650
199712,0.5807
199801,0.5592
199802,0.5591
199803,0.5435
199804,0.5589
199805,0.5736
199806,0.5850
199807,0.5900
199808,0.5474
199809,0.4305
199810,0.4067
199811,0.4318
199812,0.3741
199901,0.3151
199902,0.3066
199903,0.3728
199904,0.3394
199905,0.3172
199906,0.3378
199907,0.3105
199908,0.3110
199909,0.2991
199910,0.2727
199911,0.2696
199912,0.2907
200001,0.2846
200002,0.3423
200003,0.3414
200004,0.3557
200005,0.3442
200006,0.3282
200007,0.3503
200008,0.3725
200009,0.3976
200010,0.3518
200011,0.3460
200012,0.3459
200101,0.3595
200102,0.3609
200103,0.4237
200104,0.4305
200105,0.4542
200106,0.4700
200107,0.4866
200108,0.4778
200109,0.4660
200110,0.4777
200111,0.4563
200112,0.4430
200201,0.4290
200202,0.4495
200203,0.5211
200204,0.4999
200205,0.5039
200206,0.5078
200207,0.4830
200208,0.4598
200209,0.4798
200210,0.4766
200211,0.4473
200212,0.4678
200301,0.4657
200302,0.4504
200303,0.4891
200304,0.4689
200305,0.4780
200306,0.4871
200307,0.5355
200308,0.5617
200309,0.5800
200310,0.5831
200311,0.5246
200312,0.4868
200401,0.4857
200402,0.5015
200403,0.4817
200404,0.4887
200405,0.4371
200406,0.4404
200407,0.4956
200408,0.5276
200409,0.5155
200410,0.5363
200411,0.5170
200412,0.4799
200501,0.4840
200502,0.4713
200503,0.4841
200504,0.5043
200505,0.5346
200506,0.5463
200507,0.5636
200508,0.5779
200509,0.5464
200510,0.5216
200511,0.4837
200512,0.4462
200601,0.4359
200602,0.4389
200603,0.4214
200604,0.4529
200605,0.4919
200606,0.5051
200607,0.5289
200608,0.5487
200609,0.5651
200610,0.5472
200611,0.5624
200612,0.5255
200701,0.5284
200702,0.4897
200703,0.4473
200704,0.4477
200705,0.4397
200706,0.4664
200707,0.4567
200708,0.4413
200709,0.4390
200710,0.4069
200711,0.3186
200712,0.2984
200801,0.3040
200802,0.3029
200803,0.3428
200804,0.3648
200805,0.4047
200806,0.4407
200807,0.4960
200808,0.5114
200809,0.5101
200810,0.5036
200811,0.4377
200812,0.4464
200901,0.4307
200902,0.4000
200903,0.4305
200904,0.4739
200905,0.5293
200906,0.6343
200907,0.6436
200908,0.6325
200909,0.5684
200910,0.5692
200911,0.5960
200912,0.6375
201001,0.6166
201002,0.6077
201003,0.6214
201004,0.6330
201005,0.6092
201006,0.5943
201007,0.5893
201008,0.5586
201009,0.5172
201010,0.4689
201011,0.4523
201012,0.4335
201101,0.4310
201102,0.4369
201103,0.4495
201104,0.4432
201105,0.4772
201106,0.5182
201107,0.5034
201108,0.4987
201109,0.4672
201110,0.4439
201111,0.4247
201112,0.3844
201201,0.3792
201202,0.4136
201203,0.4131
201204,0.4518
201205,0.5074
201206,0.5133
201207,0.5736
201208,0.6018
201209,0.6190
201210,0.5937
201211,0.5490
201212,0.5276
201301,0.4664
201302,0.4516
201303,0.4565
201304,0.4984
201305,0.5451
201306,0.5430
201307,0.6197
201308,0.6351
201309,0.5994
201310,0.5859
201311,0.5864
201312,0.5273
201401,0.5182
201402,0.5227
201403,0.5470
201404,0.5975
201405,0.6465
201406,0.6772
201407,0.6761
201408,0.7306
201409,0.7435
201410,0.6965
201411,0.6422
201412,0.6274
201501,0.6074
201502,0.5893
201503,0.6260
201504,0.6578
201505,0.7162
201506,0.7409
201507,0.7502
201508,0.7905
201509,0.8323
201510,0.8611
201511,0.8421
